Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Weight (kg)
German Shepherd,,Male,4.0,,Active,3.0,10.0,0.0,1.0,25.4
Golden Retriever,Large,Female,10.0,Spayed,Very Active,1.0,10.0,3.0,1.0,20.41
Great Dane,Large,Female,2.0,,,0.0,11.0,1.0,3.0,25.4
Yorkshire Terrier,Small,Female,8.0,Spayed,Active,1.0,8.0,1.0,1.0,22.68
,Small,Male,3.0,,,1.0,12.0,3.0,2.0,15.88
Australian Shepherd,Medium,Female,6.0,,Active,4.0,9.0,3.0,0.0,26.76
Doberman,Large,Female,6.0,Spayed,Active,0.0,12.0,1.0,3.0,27.67
Yorkshire Terrier,Small,Female,8.0,Neutered,Active,3.0,10.0,1.0,2.0,13.15
Golden Retriever,Large,Female,2.0,Spayed,Active,2.0,8.0,3.0,0.0,33.57
Chihuahua,Small,Male,2.0,,Active,1.0,13.0,2.0,1.0,
German Shepherd,Large,Female,6.0,Neutered,Active,2.0,10.0,2.0,2.0,28.12
Great Dane,Large,Male,8.0,,Low,3.0,10.0,1.0,2.0,22.68
Poodle,Small,Female,11.0,Spayed,Active,5.0,11.0,2.0,1.0,16.33
Dachshund,Small,Male,1.0,Spayed,Active,,11.0,2.0,2.0,38.1
Chihuahua,Small,Male,9.0,,Very Active,2.0,14.0,0.0,2.0,14.97
Bulldog,Medium,Male,6.0,Spayed,Low,3.0,10.0,0.0,3.0,27.22
Boxer,Medium,Female,3.0,Neutered,Low,5.0,10.0,1.0,0.0,25.4
Siberian Husky,Medium,Male,12.0,Neutered,,2.0,10.0,2.0,1.0,29.48
German Shepherd,Large,Female,3.0,Neutered,Low,1.0,10.0,3.0,2.0,24.04
Siberian Husky,Medium,Female,4.0,,Active,3.0,10.0,2.0,1.0,19.96
Chihuahua,Small,Female,2.0,Spayed,Active,2.0,11.0,,0.0,29.48
German Shepherd,Large,Female,1.0,,,3.0,12.0,0.0,2.0,20.41
Bulldog,Medium,Male,6.0,Neutered,Low,1.0,13.0,2.0,0.0,26.76
Bulldog,Medium,Male,3.0,,Low,3.0,9.0,2.0,4.0,18.6
Great Dane,Large,Male,7.0,Neutered,Active,2.0,10.0,1.0,4.0,19.5
Great Dane,Large,Female,11.0,Neutered,Very Active,1.0,11.0,2.0,2.0,20.87
Dachshund,Small,Male,12.0,Spayed,Very Active,2.0,11.0,2.0,3.0,26.76
Beagle,Small,Female,6.0,,Moderate,1.0,12.0,3.0,2.0,16.78
Siberian Husky,Medium,Female,7.0,,Active,4.0,10.0,1.0,1.0,19.96
Labrador Retriever,Large,Female,2.0,Neutered,Moderate,1.0,11.0,2.0,1.0,23.13
Great Dane,Large,Male,4.0,,Active,1.0,12.0,2.0,1.0,32.66
Doberman,Large,Female,8.0,,,2.0,10.0,0.0,1.0,22.68
Poodle,Small,Male,9.0,Neutered,,1.0,13.0,3.0,,25.85
Australian Shepherd,Medium,Female,5.0,Spayed,,3.0,11.0,3.0,2.0,6.35
Siberian Husky,Medium,Female,13.0,,Active,5.0,10.0,2.0,2.0,26.76
Beagle,Small,Female,7.0,Spayed,Very Active,1.0,12.0,2.0,0.0,11.34
Yorkshire Terrier,Small,Male,8.0,Neutered,Very Active,2.0,10.0,3.0,0.0,14.51
Chihuahua,Small,Male,1.0,Spayed,Very Active,2.0,9.0,0.0,1.0,14.51
Yorkshire Terrier,Small,Female,8.0,Spayed,Low,2.0,11.0,1.0,1.0,22.23
Bulldog,Medium,Male,13.0,Spayed,Low,3.0,11.0,2.0,3.0,23.13
Beagle,Small,Male,9.0,,Active,2.0,11.0,0.0,1.0,12.7
Golden Retriever,Large,Female,13.0,Spayed,Low,3.0,9.0,2.0,1.0,22.23
Dachshund,Small,Male,4.0,,Very Active,1.0,10.0,0.0,0.0,22.68
Doberman,,Male,5.0,Neutered,,3.0,12.0,3.0,0.0,12.7
Dachshund,Small,Male,1.0,Spayed,Active,3.0,10.0,2.0,2.0,16.78
Siberian Husky,Medium,Male,12.0,Spayed,Low,,13.0,2.0,3.0,14.97
Poodle,Small,Female,13.0,Spayed,Very Active,4.0,14.0,1.0,2.0,19.96
Beagle,Small,Male,13.0,Spayed,,,12.0,,4.0,13.15
Siberian Husky,Medium,Male,5.0,Spayed,Active,4.0,13.0,3.0,1.0,15.42
Siberian Husky,Medium,Female,9.0,Neutered,Very Active,4.0,14.0,2.0,3.0,18.6
Great Dane,Large,Male,13.0,Neutered,Active,0.0,10.0,3.0,2.0,25.85
German Shepherd,Large,Male,8.0,Neutered,Low,3.0,10.0,2.0,0.0,29.03
Beagle,Small,Male,1.0,Neutered,Low,3.0,8.0,2.0,2.0,16.78
Bulldog,Medium,Male,11.0,,Low,5.0,10.0,1.0,1.0,24.04
Bulldog,Medium,Male,5.0,,Moderate,3.0,11.0,3.0,3.0,20.87
Golden Retriever,Large,Male,9.0,Neutered,,2.0,10.0,2.0,3.0,13.15
Australian Shepherd,Medium,Female,9.0,,Low,3.0,14.0,1.0,4.0,24.95
Rottweiler,Large,Female,9.0,Neutered,Active,2.0,10.0,1.0,2.0,26.31
Poodle,Small,Female,12.0,Neutered,Very Active,3.0,11.0,1.0,0.0,26.31
Bulldog,,Male,1.0,,Very Active,2.0,8.0,2.0,2.0,30.84
Dachshund,Small,Female,3.0,Neutered,Moderate,3.0,11.0,1.0,1.0,23.13
Golden Retriever,Large,Female,5.0,,Moderate,2.0,11.0,,1.0,22.23
Beagle,Small,Female,12.0,Neutered,Low,2.0,13.0,2.0,3.0,18.14
Chihuahua,Small,Female,6.0,Spayed,,6.0,13.0,2.0,3.0,20.41
Yorkshire Terrier,Small,Male,1.0,Spayed,Very Active,3.0,9.0,1.0,2.0,27.67
Rottweiler,Large,Male,13.0,Neutered,,2.0,11.0,1.0,1.0,22.23
Dachshund,Small,Male,8.0,Spayed,,2.0,,3.0,1.0,14.97
Dachshund,Small,Male,13.0,Spayed,,4.0,9.0,0.0,3.0,24.49
Doberman,Large,Male,3.0,Neutered,Active,4.0,12.0,1.0,1.0,8.62
Labrador Retriever,Large,Female,10.0,Neutered,Very Active,6.0,11.0,3.0,2.0,25.85
Siberian Husky,Medium,Female,9.0,Neutered,Moderate,4.0,10.0,0.0,4.0,27.22
Dachshund,Small,Female,2.0,Neutered,,5.0,12.0,1.0,1.0,20.87
Boxer,Medium,,2.0,Spayed,Low,1.0,11.0,0.0,3.0,28.12
Boxer,Medium,Male,5.0,,Active,1.0,10.0,2.0,2.0,15.88
Beagle,Small,Male,1.0,Neutered,,4.0,13.0,1.0,0.0,13.61
Rottweiler,Large,Female,5.0,Neutered,,1.0,11.0,1.0,,20.87
Poodle,Small,Female,2.0,,Very Active,3.0,13.0,2.0,1.0,17.24
German Shepherd,Large,Female,,Neutered,Active,2.0,8.0,0.0,2.0,23.59
Bulldog,Medium,Male,4.0,Neutered,Very Active,3.0,12.0,2.0,2.0,19.96
Labrador Retriever,Large,Male,8.0,Spayed,Active,3.0,14.0,,2.0,9.07
Australian Shepherd,Medium,Male,5.0,,Active,1.0,12.0,3.0,2.0,30.39
Bulldog,,Male,5.0,Neutered,Active,1.0,14.0,2.0,2.0,28.58
Australian Shepherd,Medium,Female,11.0,Spayed,Moderate,3.0,11.0,2.0,2.0,18.14
Poodle,Small,,2.0,,Low,2.0,12.0,1.0,3.0,30.84
Golden Retriever,Large,Male,3.0,Spayed,Very Active,2.0,12.0,2.0,1.0,27.67
Yorkshire Terrier,,Female,2.0,Spayed,Very Active,2.0,12.0,2.0,2.0,24.49
Chihuahua,Small,Male,,,Very Active,4.0,14.0,1.0,1.0,29.03
Siberian Husky,Medium,,9.0,Neutered,Active,2.0,12.0,2.0,1.0,29.48
Rottweiler,Large,,12.0,Neutered,Moderate,2.0,13.0,0.0,1.0,13.15
Poodle,Small,Male,7.0,,Very Active,2.0,11.0,2.0,3.0,28.58
Beagle,Small,Male,5.0,Neutered,Low,2.0,13.0,0.0,3.0,37.65
Golden Retriever,Large,Female,,Neutered,Moderate,2.0,11.0,1.0,2.0,29.94
Australian Shepherd,Medium,Female,4.0,Spayed,Moderate,2.0,14.0,1.0,1.0,24.95
Labrador Retriever,Large,Female,11.0,Spayed,,2.0,13.0,2.0,2.0,22.68
Siberian Husky,Medium,Female,4.0,Neutered,,1.0,8.0,1.0,3.0,14.97
Australian Shepherd,Medium,Female,13.0,Spayed,Moderate,2.0,10.0,3.0,0.0,25.85
Boxer,Medium,Male,10.0,Neutered,Active,,12.0,1.0,1.0,31.3
Siberian Husky,Medium,Male,7.0,,Moderate,2.0,14.0,0.0,1.0,30.39
Boxer,Medium,Female,13.0,Spayed,Active,4.0,9.0,1.0,1.0,26.76
Poodle,Small,Female,8.0,Neutered,Active,4.0,13.0,2.0,2.0,19.96
Rottweiler,Large,Male,6.0,,Active,1.0,12.0,1.0,0.0,28.12
Poodle,Small,Male,2.0,Spayed,Active,5.0,9.0,0.0,4.0,12.25
Beagle,Small,Male,12.0,Spayed,,3.0,,2.0,3.0,37.19
Great Dane,Large,Female,4.0,,,4.0,11.0,1.0,1.0,31.75
Dachshund,Small,Male,1.0,Spayed,,4.0,11.0,2.0,2.0,29.48
Poodle,Small,Female,6.0,,,4.0,12.0,1.0,3.0,19.96
Poodle,Small,Male,9.0,Spayed,Active,1.0,10.0,1.0,3.0,26.31
Yorkshire Terrier,Small,Male,9.0,Neutered,,4.0,11.0,2.0,,21.77
Australian Shepherd,Medium,Male,12.0,Spayed,,2.0,12.0,2.0,1.0,24.95
Rottweiler,Large,Female,7.0,,Very Active,1.0,13.0,3.0,2.0,19.5
Chihuahua,Small,Male,10.0,Neutered,Active,2.0,10.0,2.0,0.0,29.48
Siberian Husky,Medium,Male,6.0,Spayed,Very Active,,,3.0,0.0,28.12
Labrador Retriever,,Female,13.0,,Active,0.0,8.0,2.0,3.0,13.61
Golden Retriever,Large,Female,2.0,Neutered,Active,1.0,12.0,0.0,3.0,38.56
Golden Retriever,Large,Female,8.0,Neutered,Very Active,1.0,12.0,1.0,0.0,18.6
Golden Retriever,Large,Female,10.0,Spayed,Active,4.0,10.0,3.0,,27.22
Dachshund,Small,Male,10.0,Neutered,Active,3.0,12.0,,1.0,31.3
Rottweiler,Large,Male,10.0,Spayed,Moderate,5.0,10.0,4.0,2.0,15.88
German Shepherd,Large,Male,10.0,Spayed,,0.0,10.0,1.0,1.0,15.88
Great Dane,Large,Female,5.0,,Very Active,2.0,12.0,1.0,3.0,27.22
Australian Shepherd,Medium,Male,10.0,,Very Active,3.0,10.0,3.0,1.0,23.13
Golden Retriever,Large,Female,2.0,Spayed,Low,3.0,12.0,0.0,3.0,22.23
Rottweiler,Large,Female,3.0,Spayed,Low,3.0,10.0,0.0,1.0,18.14
Chihuahua,Small,Female,9.0,,,2.0,12.0,1.0,4.0,34.47
Yorkshire Terrier,Small,Male,2.0,Spayed,Low,2.0,10.0,0.0,1.0,24.95
Golden Retriever,Large,Male,9.0,Spayed,,3.0,12.0,3.0,2.0,29.94
,Medium,Male,6.0,,Low,4.0,11.0,2.0,3.0,21.77
Chihuahua,Small,Male,9.0,,Active,2.0,13.0,1.0,1.0,34.93
Poodle,Small,Male,3.0,,Active,3.0,14.0,0.0,1.0,15.88
Beagle,Small,Male,2.0,Neutered,Moderate,4.0,11.0,1.0,0.0,20.41
Dachshund,Small,Male,10.0,Neutered,Very Active,4.0,11.0,2.0,0.0,27.22
Great Dane,Large,Male,11.0,,,3.0,13.0,2.0,1.0,17.69
Golden Retriever,Large,Female,10.0,Neutered,Active,2.0,11.0,2.0,4.0,18.6
Beagle,Small,Male,2.0,Neutered,,1.0,11.0,1.0,1.0,4.54
Dachshund,Small,Female,10.0,Spayed,Active,2.0,12.0,2.0,4.0,30.39
Golden Retriever,Large,Male,11.0,Neutered,,1.0,11.0,2.0,0.0,21.32
Golden Retriever,Large,Female,6.0,,Very Active,4.0,11.0,0.0,1.0,19.5
Bulldog,Medium,Female,11.0,Neutered,Active,2.0,10.0,2.0,0.0,25.85
Yorkshire Terrier,Small,Male,2.0,Spayed,Active,1.0,12.0,3.0,2.0,24.95
Siberian Husky,Medium,Female,9.0,,Active,1.0,12.0,2.0,1.0,19.5
,Large,Female,4.0,Spayed,Low,3.0,13.0,2.0,3.0,17.24
Australian Shepherd,Medium,Female,13.0,,Active,2.0,10.0,1.0,,11.34
Doberman,Large,Male,8.0,Spayed,Very Active,2.0,12.0,2.0,3.0,18.14
Golden Retriever,Large,Female,9.0,Spayed,Low,2.0,11.0,2.0,2.0,21.32
Labrador Retriever,Large,Male,13.0,Neutered,Active,3.0,13.0,4.0,3.0,34.47
Yorkshire Terrier,Small,Male,3.0,Neutered,Moderate,6.0,14.0,1.0,1.0,26.76
Yorkshire Terrier,Small,Female,7.0,Neutered,Moderate,2.0,11.0,2.0,2.0,35.83
Boxer,Medium,Female,6.0,Neutered,Active,5.0,9.0,0.0,1.0,29.94
Chihuahua,Small,Female,3.0,Spayed,Active,1.0,11.0,2.0,2.0,23.59
Doberman,Large,Female,9.0,Spayed,Active,5.0,12.0,1.0,1.0,28.12
Doberman,Large,Male,13.0,,Very Active,4.0,12.0,3.0,2.0,22.23
Australian Shepherd,Medium,Male,2.0,Neutered,Moderate,1.0,12.0,3.0,1.0,23.13
German Shepherd,Large,Male,1.0,,Active,4.0,10.0,2.0,1.0,21.32
Chihuahua,Small,Female,3.0,Neutered,Low,2.0,12.0,0.0,,18.6
Beagle,Small,Male,3.0,Spayed,Low,2.0,12.0,1.0,1.0,25.85
Great Dane,Large,Female,9.0,Neutered,Active,1.0,11.0,1.0,0.0,16.33
Siberian Husky,Medium,Female,3.0,Neutered,Active,5.0,10.0,1.0,1.0,23.13
Beagle,Small,Female,13.0,Spayed,Low,4.0,14.0,2.0,3.0,15.42
Australian Shepherd,Medium,,5.0,Spayed,Very Active,2.0,,2.0,3.0,21.32
Bulldog,Medium,Male,10.0,Neutered,Moderate,4.0,12.0,2.0,3.0,36.29
Chihuahua,Small,Male,7.0,Spayed,Very Active,4.0,12.0,2.0,4.0,30.84
Golden Retriever,Large,Female,6.0,Spayed,,1.0,10.0,2.0,1.0,17.24
Dachshund,Small,Male,8.0,Neutered,Active,,11.0,1.0,0.0,19.5
Boxer,Medium,Male,7.0,Spayed,,4.0,10.0,,2.0,21.32
,Small,Female,12.0,Spayed,Very Active,5.0,13.0,2.0,1.0,15.42
Golden Retriever,Large,Female,2.0,Spayed,Low,4.0,11.0,2.0,1.0,24.49
Dachshund,Small,Female,1.0,,Active,2.0,13.0,1.0,0.0,28.58
Siberian Husky,Medium,Male,4.0,Neutered,,3.0,12.0,3.0,3.0,20.41
Poodle,Small,Female,,Spayed,Moderate,2.0,11.0,1.0,1.0,23.13
Chihuahua,Small,,2.0,Spayed,,0.0,12.0,3.0,2.0,22.23
Poodle,Small,Male,11.0,,Very Active,2.0,9.0,2.0,3.0,21.77
Chihuahua,Small,Male,10.0,Neutered,Active,1.0,12.0,1.0,2.0,17.69
Boxer,Medium,Female,3.0,Spayed,Active,5.0,13.0,3.0,0.0,32.21
Yorkshire Terrier,Small,Female,4.0,Spayed,Active,4.0,14.0,3.0,0.0,18.14
Australian Shepherd,Medium,Male,,Neutered,,2.0,11.0,3.0,1.0,32.21
Dachshund,Small,Female,13.0,,Moderate,2.0,11.0,1.0,1.0,23.59
Golden Retriever,Large,Male,7.0,,Low,3.0,13.0,1.0,2.0,17.24
Rottweiler,Large,Female,7.0,,Active,2.0,10.0,0.0,2.0,14.97
Yorkshire Terrier,,Female,1.0,,Very Active,2.0,11.0,1.0,3.0,33.57
,Medium,Female,3.0,,Low,3.0,8.0,3.0,1.0,28.12
Beagle,Small,Male,6.0,,,2.0,13.0,2.0,2.0,16.78
Great Dane,Large,Male,1.0,Spayed,Active,3.0,10.0,1.0,2.0,23.13
Yorkshire Terrier,Small,Female,2.0,Spayed,Moderate,0.0,14.0,2.0,2.0,25.85
Yorkshire Terrier,Small,Male,4.0,Neutered,,3.0,12.0,1.0,1.0,31.75
Dachshund,Small,Male,7.0,Spayed,Active,2.0,9.0,0.0,1.0,19.05
Bulldog,Medium,Male,5.0,,Very Active,4.0,9.0,2.0,0.0,25.4
Golden Retriever,Large,Female,6.0,Neutered,Very Active,3.0,9.0,3.0,0.0,26.76
Bulldog,Medium,Female,7.0,,Active,2.0,12.0,2.0,1.0,25.4
Siberian Husky,Medium,Male,4.0,Neutered,,5.0,10.0,1.0,1.0,29.48
Labrador Retriever,Large,Female,1.0,Spayed,Active,4.0,11.0,1.0,2.0,15.42
Beagle,Small,Male,8.0,Spayed,,3.0,13.0,1.0,1.0,22.23
Poodle,Small,Male,2.0,,Very Active,2.0,12.0,1.0,1.0,21.32
Great Dane,Large,Male,3.0,Spayed,Moderate,4.0,10.0,3.0,2.0,23.13
Doberman,Large,Female,8.0,Spayed,Low,3.0,11.0,4.0,2.0,7.26
Poodle,Small,Female,8.0,,Moderate,0.0,12.0,2.0,0.0,17.24
Rottweiler,Large,Female,13.0,Neutered,Active,2.0,12.0,1.0,2.0,20.87
Poodle,Small,Male,2.0,,Very Active,1.0,13.0,1.0,2.0,18.6
Dachshund,Small,Female,3.0,Neutered,Active,2.0,11.0,1.0,1.0,13.61
Australian Shepherd,Medium,Female,2.0,Neutered,Active,2.0,11.0,3.0,2.0,
Chihuahua,Small,Female,13.0,Neutered,Moderate,2.0,12.0,2.0,3.0,17.69
German Shepherd,Large,Male,10.0,Neutered,Moderate,1.0,12.0,1.0,,25.85
Australian Shepherd,Medium,Male,5.0,Neutered,Low,0.0,9.0,0.0,3.0,22.23
Great Dane,Large,Female,8.0,Neutered,Active,1.0,9.0,1.0,3.0,23.59
Rottweiler,Large,Male,4.0,Spayed,Low,1.0,11.0,1.0,1.0,21.77
Australian Shepherd,Medium,Female,4.0,Spayed,Low,5.0,12.0,1.0,1.0,19.5
German Shepherd,Large,,12.0,Spayed,Very Active,3.0,11.0,3.0,2.0,24.95
Beagle,Small,,8.0,Neutered,,3.0,12.0,1.0,0.0,34.02
Chihuahua,Small,Male,8.0,Spayed,Low,4.0,10.0,1.0,1.0,19.05
Beagle,Small,Female,4.0,Neutered,Very Active,2.0,10.0,0.0,1.0,24.49
Labrador Retriever,Large,Female,11.0,Spayed,Active,7.0,8.0,4.0,3.0,15.42
Poodle,Small,Male,7.0,Spayed,Very Active,3.0,14.0,0.0,1.0,28.12
Boxer,Medium,Female,7.0,Spayed,,2.0,10.0,,2.0,11.79
Yorkshire Terrier,Small,Female,9.0,Spayed,Active,4.0,11.0,1.0,1.0,15.42
Rottweiler,Large,Male,9.0,,Active,4.0,11.0,0.0,1.0,21.77
Doberman,Large,Female,6.0,Neutered,Active,3.0,12.0,2.0,2.0,25.85
Siberian Husky,Medium,Female,8.0,Spayed,,1.0,12.0,0.0,1.0,28.58
Siberian Husky,Medium,Female,9.0,Spayed,Active,4.0,9.0,1.0,1.0,28.12
Bulldog,Medium,Female,6.0,,Very Active,4.0,13.0,1.0,3.0,24.04
Doberman,Large,Male,10.0,,Low,1.0,13.0,3.0,1.0,16.33
Poodle,Small,Female,2.0,Spayed,Active,2.0,12.0,2.0,0.0,9.98
Labrador Retriever,Large,Male,8.0,Spayed,,2.0,12.0,3.0,2.0,15.42
Yorkshire Terrier,Small,Male,5.0,,Active,2.0,12.0,0.0,2.0,10.43
Labrador Retriever,Large,Female,8.0,Spayed,Low,1.0,9.0,3.0,2.0,14.06
Rottweiler,Large,Female,6.0,Spayed,,2.0,11.0,1.0,0.0,18.6
Bulldog,Medium,Male,7.0,Neutered,Moderate,2.0,11.0,1.0,1.0,37.19
Labrador Retriever,Large,Male,6.0,Spayed,Very Active,3.0,10.0,2.0,3.0,19.5
Yorkshire Terrier,Small,Female,2.0,Neutered,Active,1.0,9.0,0.0,4.0,20.87
Rottweiler,Large,Female,13.0,Neutered,Very Active,3.0,9.0,4.0,1.0,27.67
Australian Shepherd,Medium,Male,6.0,Spayed,,1.0,10.0,2.0,1.0,17.69
Rottweiler,Large,Female,7.0,Spayed,Low,3.0,10.0,1.0,4.0,18.14
Golden Retriever,Large,Female,4.0,Spayed,Moderate,4.0,11.0,2.0,2.0,25.85
Rottweiler,Large,Male,8.0,Neutered,Active,5.0,12.0,2.0,1.0,12.25
Great Dane,Large,Male,,Spayed,Very Active,2.0,10.0,1.0,2.0,11.79
Siberian Husky,Medium,Male,10.0,Spayed,Moderate,1.0,12.0,1.0,3.0,18.14
Labrador Retriever,Large,Female,4.0,Neutered,Moderate,4.0,11.0,3.0,2.0,34.02
,Medium,Male,3.0,Spayed,,4.0,12.0,3.0,0.0,15.42
Doberman,Large,Female,,Spayed,Low,4.0,10.0,1.0,1.0,19.96
Beagle,Small,Male,10.0,,Very Active,4.0,11.0,2.0,0.0,19.05
Siberian Husky,Medium,Male,11.0,Neutered,Very Active,1.0,10.0,2.0,2.0,8.16
Bulldog,Medium,Male,2.0,Neutered,Very Active,5.0,9.0,,1.0,23.13
Boxer,Medium,Male,,Spayed,Moderate,3.0,12.0,0.0,1.0,19.96
Yorkshire Terrier,Small,Male,7.0,,Very Active,1.0,12.0,0.0,1.0,29.94
Rottweiler,Large,Male,8.0,Spayed,Very Active,0.0,13.0,2.0,1.0,15.42
Rottweiler,Large,Male,2.0,Spayed,Moderate,3.0,10.0,1.0,1.0,22.68
Labrador Retriever,Large,Male,10.0,Neutered,Moderate,0.0,12.0,1.0,3.0,15.42
Chihuahua,Small,Female,5.0,Spayed,Very Active,4.0,9.0,2.0,2.0,26.31
Siberian Husky,Medium,Female,11.0,,Very Active,2.0,9.0,2.0,,15.88
,Large,Female,12.0,Spayed,Very Active,5.0,9.0,3.0,1.0,22.23
Rottweiler,Large,Male,3.0,,,3.0,14.0,0.0,2.0,12.7
Yorkshire Terrier,Small,Female,7.0,,Very Active,1.0,13.0,2.0,3.0,23.59
Boxer,Medium,Male,7.0,Spayed,Very Active,,8.0,2.0,1.0,23.59
Australian Shepherd,Medium,Female,3.0,,Active,1.0,13.0,2.0,1.0,30.84
Siberian Husky,Medium,Female,9.0,,Very Active,0.0,13.0,2.0,1.0,21.77
Great Dane,Large,Male,11.0,,Very Active,2.0,13.0,1.0,0.0,24.95
Australian Shepherd,Medium,Male,2.0,Neutered,Moderate,5.0,10.0,1.0,0.0,28.12
Beagle,Small,Female,4.0,,Active,2.0,12.0,2.0,3.0,14.06
German Shepherd,Large,Female,6.0,Neutered,Moderate,4.0,9.0,2.0,2.0,14.06
Dachshund,Small,Male,2.0,Neutered,Active,2.0,13.0,2.0,0.0,17.24
Bulldog,Medium,Female,13.0,,Very Active,5.0,9.0,2.0,2.0,26.76
Doberman,Large,Female,4.0,Spayed,Low,3.0,10.0,1.0,1.0,16.78
Yorkshire Terrier,Small,Female,7.0,Spayed,Very Active,2.0,11.0,0.0,2.0,15.88
Boxer,Medium,Male,5.0,Spayed,,3.0,10.0,2.0,0.0,35.83
Rottweiler,Large,Male,8.0,,Low,3.0,11.0,,4.0,26.76
Yorkshire Terrier,Small,Male,2.0,Spayed,,3.0,11.0,3.0,2.0,19.05
German Shepherd,Large,Male,8.0,Neutered,,2.0,14.0,3.0,3.0,21.32
Chihuahua,Small,Male,6.0,Neutered,,3.0,11.0,2.0,1.0,24.04
Great Dane,Large,Female,2.0,,Very Active,3.0,12.0,2.0,1.0,28.58
Boxer,Medium,Male,7.0,,,3.0,12.0,1.0,1.0,12.25
Siberian Husky,Medium,Female,12.0,Spayed,Active,3.0,10.0,3.0,1.0,23.59
Australian Shepherd,Medium,Male,12.0,Neutered,,4.0,13.0,0.0,0.0,29.48
Great Dane,Large,Female,,,,2.0,10.0,2.0,2.0,15.88
Bulldog,Medium,Female,3.0,,Very Active,3.0,13.0,2.0,2.0,27.22
Great Dane,Large,Female,3.0,,Moderate,2.0,13.0,1.0,3.0,21.32
Beagle,Small,Male,2.0,,Moderate,2.0,11.0,2.0,3.0,16.78
Rottweiler,Large,Female,8.0,Spayed,Active,0.0,9.0,,1.0,23.13
Australian Shepherd,Medium,Male,6.0,,Active,3.0,10.0,2.0,1.0,24.04
Chihuahua,Small,Female,12.0,Neutered,Active,4.0,11.0,1.0,,18.14
Golden Retriever,Large,Female,11.0,Spayed,Active,3.0,10.0,1.0,3.0,23.59
Dachshund,Small,Male,6.0,Spayed,Very Active,2.0,11.0,4.0,2.0,24.49
Rottweiler,Large,Female,6.0,Spayed,Active,2.0,13.0,3.0,2.0,28.12
Yorkshire Terrier,Small,Female,6.0,Spayed,Active,1.0,,3.0,4.0,18.14
Golden Retriever,Large,Male,11.0,,Very Active,3.0,10.0,1.0,,12.7
Boxer,Medium,Male,7.0,Spayed,,2.0,,2.0,2.0,26.76
Doberman,Large,Male,11.0,,,2.0,10.0,1.0,1.0,19.96
Dachshund,Small,Male,10.0,Spayed,Very Active,1.0,10.0,3.0,2.0,14.06
Rottweiler,,Male,4.0,Neutered,Moderate,,9.0,1.0,3.0,28.12
Beagle,Small,Male,2.0,Neutered,Active,3.0,12.0,2.0,0.0,19.5
Yorkshire Terrier,Small,Male,1.0,Neutered,Very Active,4.0,,1.0,0.0,29.94
Chihuahua,Small,Female,1.0,Spayed,Active,4.0,12.0,0.0,3.0,
Labrador Retriever,Large,Female,2.0,Spayed,Moderate,2.0,11.0,0.0,1.0,14.51
Doberman,Large,Female,1.0,Spayed,Moderate,3.0,13.0,2.0,0.0,20.41
Doberman,Large,Male,3.0,,Very Active,3.0,11.0,3.0,1.0,16.78
Golden Retriever,Large,Male,11.0,,,2.0,11.0,1.0,1.0,22.68
Yorkshire Terrier,Small,Male,8.0,,Low,2.0,12.0,0.0,3.0,24.49
,Small,Male,4.0,Spayed,Low,3.0,11.0,1.0,,16.78
Chihuahua,Small,Male,,Spayed,Moderate,3.0,11.0,3.0,1.0,16.78
German Shepherd,Large,Female,10.0,Neutered,,1.0,11.0,3.0,2.0,16.78
Doberman,Large,Female,12.0,Spayed,Very Active,2.0,13.0,2.0,2.0,26.76
Dachshund,Small,Male,7.0,Spayed,Moderate,3.0,11.0,2.0,0.0,28.12
Bulldog,Medium,Male,3.0,Spayed,Moderate,1.0,11.0,1.0,3.0,17.69
Beagle,Small,Male,4.0,Neutered,Low,3.0,14.0,1.0,1.0,29.94
Golden Retriever,Large,Female,6.0,Neutered,Active,1.0,12.0,3.0,3.0,14.51
Poodle,Small,Male,6.0,Spayed,Low,2.0,14.0,1.0,4.0,36.74
Bulldog,Medium,Female,,,Moderate,5.0,11.0,2.0,3.0,18.6
German Shepherd,Large,Male,6.0,Spayed,,5.0,14.0,1.0,1.0,23.13
Dachshund,Small,Male,11.0,Neutered,Active,,12.0,4.0,3.0,23.59
Rottweiler,Large,Female,12.0,Neutered,Very Active,2.0,12.0,1.0,1.0,20.87
German Shepherd,,Male,3.0,Spayed,,3.0,11.0,2.0,2.0,29.48
Doberman,Large,Male,1.0,Neutered,Moderate,2.0,12.0,2.0,3.0,29.03
Siberian Husky,Medium,Male,6.0,Spayed,Low,0.0,10.0,3.0,1.0,23.13
Rottweiler,Large,Male,2.0,Spayed,Very Active,1.0,10.0,0.0,0.0,
Dachshund,Small,Female,10.0,Neutered,Moderate,4.0,11.0,1.0,,22.23
Dachshund,Small,Female,6.0,Neutered,Very Active,3.0,12.0,1.0,2.0,24.04
Doberman,Large,Female,12.0,Neutered,,3.0,12.0,2.0,2.0,24.04
Rottweiler,Large,Male,,Spayed,,2.0,10.0,3.0,3.0,27.22
Golden Retriever,Large,,8.0,Neutered,Very Active,2.0,11.0,1.0,3.0,23.13
German Shepherd,Large,Male,9.0,Spayed,,5.0,14.0,3.0,2.0,13.15
Boxer,Medium,Female,12.0,Spayed,Low,,11.0,,4.0,32.21
