ID,Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Diet,Food Brand,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Synthetic,Healthy,Weight (kg)
170,German Shepherd,Large,Female,12.0,,Low,,Special,3.0,Yes,No,No,10.0,0.0,,2.0,48.0,,Yes,21.32
171,Labrador Retriever,,Female,2.0,,Moderate,Special diet,Wellness,2.0,No,No,No,10.0,3.0,Active,3.0,72.0,Yes,Yes,
172,Boxer,Medium,Male,,,Active,Home cooked,Special,0.0,No,No,No,9.0,3.0,Active,2.0,84.0,Yes,Yes,28.58
173,Doberman,Large,Male,2.0,Spayed,Active,Hard food,Blue Buffalo,2.0,No,Yes,No,10.0,1.0,Low,0.0,70.0,Yes,Yes,23.13
174,Beagle,Small,Female,12.0,Spayed,Active,Hard food,,2.0,Yes,Yes,No,12.0,0.0,Moderate,0.0,63.0,Yes,No,21.32
175,Boxer,Medium,Female,6.0,Spayed,,Hard food,Pedigree,2.0,Yes,No,Yes,11.0,1.0,,4.0,66.0,Yes,Yes,30.39
176,Labrador Retriever,Large,Male,7.0,Spayed,Very Active,Special diet,Blue Buffalo,1.0,No,No,No,11.0,1.0,Moderate,2.0,74.0,Yes,Yes,27.67
177,Doberman,Large,Female,2.0,Neutered,,Wet food,Hill's Science,2.0,No,Yes,No,11.0,3.0,Very Active,3.0,45.0,Yes,Yes,24.95
178,Bulldog,Medium,Female,1.0,,,Home cooked,Special,1.0,Yes,Yes,Yes,13.0,,,1.0,56.0,Yes,No,17.24
179,Australian Shepherd,Medium,Male,1.0,Spayed,Very Active,Wet food,Iams,3.0,No,Yes,No,11.0,1.0,Low,2.0,49.0,Yes,Yes,19.5
180,German Shepherd,Large,Female,6.0,Spayed,Low,Special diet,Pedigree,4.0,Yes,No,No,11.0,2.0,Very Active,2.0,74.0,Yes,Yes,31.3
181,Chihuahua,Small,Female,2.0,Spayed,Active,Home cooked,Special,3.0,No,Yes,No,13.0,0.0,Moderate,2.0,57.0,Yes,Yes,21.32
182,Australian Shepherd,Medium,Male,7.0,Spayed,Active,Home cooked,Special,1.0,Yes,Yes,No,12.0,4.0,Moderate,1.0,68.0,Yes,Yes,4.54
183,Bulldog,Medium,Male,,Neutered,Active,Wet food,Iams,2.0,No,Yes,No,10.0,1.0,Active,4.0,78.0,Yes,Yes,36.29
184,Rottweiler,Large,Female,4.0,Spayed,,Hard food,Hill's Science,0.0,Yes,No,Yes,10.0,2.0,Very Active,0.0,49.0,Yes,No,26.31
185,Doberman,Large,Female,1.0,,Very Active,Hard food,Purina,0.0,Yes,Yes,No,12.0,3.0,Active,1.0,33.0,Yes,No,23.59
186,Siberian Husky,Medium,Female,7.0,Neutered,Very Active,Wet food,Wellness,3.0,Yes,No,No,11.0,0.0,Moderate,0.0,61.0,Yes,Yes,27.67
187,Australian Shepherd,Medium,Male,2.0,,Moderate,Home cooked,Special,4.0,Yes,Yes,No,12.0,1.0,,1.0,75.0,Yes,Yes,19.96
188,Rottweiler,Large,Female,5.0,,Very Active,Hard food,Hill's Science,3.0,Yes,No,No,13.0,3.0,Low,2.0,69.0,Yes,Yes,28.12
189,Doberman,Large,Male,11.0,,Very Active,Home cooked,Special,,No,No,No,11.0,2.0,Active,4.0,70.0,Yes,Yes,33.11
190,Dachshund,Small,,4.0,,Low,Special diet,Blue Buffalo,4.0,Yes,Yes,Yes,11.0,3.0,Very Active,1.0,58.0,Yes,No,23.13
191,Siberian Husky,Medium,Female,6.0,Spayed,Low,Special diet,Wellness,4.0,No,No,No,12.0,2.0,,2.0,80.0,Yes,Yes,11.34
192,,Medium,Male,4.0,Neutered,Low,Wet food,Pedigree,0.0,No,No,No,11.0,2.0,,2.0,84.0,Yes,,24.95
193,Rottweiler,Large,Female,3.0,Spayed,,Hard food,Royal Canin,3.0,Yes,Yes,No,11.0,1.0,Very Active,1.0,75.0,,Yes,29.03
194,Chihuahua,Small,Female,9.0,Spayed,,Home cooked,Special,2.0,No,Yes,No,11.0,2.0,Very Active,0.0,87.0,Yes,No,24.95
195,Beagle,Small,Male,8.0,Neutered,,Wet food,Blue Buffalo,,No,Yes,No,11.0,0.0,,2.0,75.0,Yes,Yes,26.31
196,Siberian Husky,Medium,Male,13.0,Spayed,Very Active,Home cooked,Special,1.0,Yes,No,No,14.0,2.0,,4.0,73.0,Yes,Yes,17.24
197,Chihuahua,Small,Male,8.0,Spayed,Low,Home cooked,Special,3.0,Yes,Yes,No,9.0,3.0,Very Active,2.0,45.0,Yes,Yes,23.59
198,Doberman,Large,Female,8.0,Spayed,Low,Wet food,Royal Canin,1.0,No,No,,10.0,2.0,Very Active,2.0,55.0,Yes,Yes,36.29
199,Boxer,Medium,,10.0,,Low,Hard food,Wellness,4.0,Yes,No,No,11.0,2.0,Active,0.0,63.0,Yes,No,26.76
200,Australian Shepherd,Medium,Female,11.0,,Very Active,Home cooked,,2.0,No,No,No,10.0,3.0,Low,2.0,45.0,Yes,Yes,27.67
201,Great Dane,Large,Female,4.0,,Low,Home cooked,Special,0.0,Yes,No,No,11.0,2.0,Moderate,2.0,83.0,Yes,Yes,14.97
202,Bulldog,Medium,Female,12.0,Neutered,Moderate,Special diet,Hill's Science,2.0,No,No,No,12.0,2.0,,3.0,75.0,Yes,Yes,20.41
203,Rottweiler,Large,Male,,Neutered,,Special diet,Iams,1.0,Yes,Yes,No,12.0,,Low,1.0,71.0,Yes,Yes,23.59
204,Siberian Husky,Medium,Female,5.0,Spayed,,Hard food,Hill's Science,1.0,Yes,Yes,No,11.0,2.0,Low,2.0,83.0,Yes,Yes,19.05
205,Golden Retriever,Large,Male,11.0,,Moderate,Hard food,Iams,3.0,Yes,No,No,10.0,2.0,Very Active,1.0,47.0,Yes,No,24.49
206,Boxer,Medium,Female,7.0,Spayed,Moderate,Wet food,Blue Buffalo,2.0,Yes,No,No,10.0,2.0,Active,1.0,46.0,Yes,Yes,22.68
207,German Shepherd,Large,Female,5.0,,,Wet food,Hill's Science,3.0,No,No,No,10.0,1.0,Moderate,3.0,,Yes,Yes,20.41
208,Beagle,Small,Male,3.0,,Moderate,Home cooked,Special,1.0,No,No,No,9.0,1.0,Active,3.0,64.0,Yes,Yes,21.32
209,Chihuahua,Small,Female,8.0,,Moderate,Wet food,Iams,2.0,No,Yes,No,11.0,2.0,Active,0.0,76.0,Yes,No,15.88
210,Great Dane,Large,Male,9.0,Neutered,Moderate,Special diet,Hill's Science,5.0,Yes,No,No,13.0,2.0,Very Active,2.0,,Yes,Yes,22.68
211,German Shepherd,Large,Male,8.0,Neutered,Very Active,Wet food,Royal Canin,4.0,No,Yes,No,9.0,3.0,Active,,91.0,Yes,Yes,29.94
212,Doberman,Large,Male,9.0,,Moderate,Special diet,Pedigree,2.0,No,No,No,11.0,1.0,Moderate,0.0,77.0,Yes,No,23.59
213,Boxer,Medium,Female,1.0,Spayed,Moderate,Special diet,Hill's Science,2.0,,No,No,10.0,3.0,Very Active,0.0,,Yes,Yes,29.48
214,Labrador Retriever,Large,Female,13.0,,,Wet food,Iams,4.0,Yes,Yes,No,11.0,2.0,,0.0,80.0,Yes,No,16.78
215,Australian Shepherd,Medium,Male,13.0,,Low,Special diet,Blue Buffalo,1.0,Yes,No,Yes,11.0,1.0,,4.0,,Yes,No,19.05
216,Poodle,Small,Female,6.0,Spayed,Moderate,Special diet,Wellness,3.0,,No,No,11.0,2.0,Very Active,1.0,71.0,Yes,Yes,27.22
217,Bulldog,Medium,Female,13.0,Spayed,Low,Wet food,Royal Canin,5.0,Yes,Yes,No,12.0,3.0,Active,1.0,75.0,Yes,No,27.67
218,,Large,Male,8.0,Spayed,Moderate,Wet food,Nutro,5.0,No,Yes,No,11.0,1.0,Low,1.0,50.0,Yes,Yes,22.23
219,Australian Shepherd,Medium,Male,3.0,,Low,Special diet,Blue Buffalo,3.0,No,Yes,No,11.0,3.0,Low,,60.0,Yes,No,27.67
220,Labrador Retriever,Large,Female,6.0,Neutered,Moderate,Wet food,Pedigree,2.0,No,Yes,No,10.0,1.0,,0.0,70.0,,No,20.87
221,Labrador Retriever,Large,Male,10.0,Spayed,Very Active,Home cooked,Special,3.0,Yes,No,No,9.0,1.0,Moderate,2.0,70.0,Yes,Yes,8.16
222,German Shepherd,Large,Female,6.0,,Very Active,Home cooked,Special,2.0,No,No,No,10.0,0.0,Moderate,1.0,62.0,Yes,Yes,18.6
223,Dachshund,Small,Male,7.0,,Active,Home cooked,Special,2.0,Yes,Yes,No,10.0,1.0,,3.0,,Yes,Yes,26.31
224,Poodle,Small,Male,1.0,Spayed,,Hard food,Pedigree,0.0,Yes,Yes,No,10.0,3.0,Moderate,3.0,68.0,Yes,No,23.59
225,Dachshund,,Female,3.0,,Moderate,Home cooked,Special,1.0,No,Yes,No,10.0,2.0,Very Active,1.0,67.0,Yes,No,38.56
226,Siberian Husky,Medium,Male,1.0,,Active,Hard food,Nutro,4.0,Yes,Yes,No,10.0,2.0,Active,3.0,43.0,Yes,Yes,23.59
227,Rottweiler,Large,Male,9.0,Spayed,Low,Home cooked,Special,2.0,No,No,No,12.0,1.0,Active,0.0,55.0,Yes,Yes,20.87
228,Boxer,Medium,Male,2.0,,,Hard food,Hill's Science,4.0,Yes,Yes,No,10.0,1.0,,0.0,100.0,Yes,No,15.88
229,Golden Retriever,Large,Female,1.0,Neutered,Active,Wet food,Pedigree,1.0,No,No,No,12.0,2.0,Very Active,2.0,77.0,Yes,Yes,38.56
230,Yorkshire Terrier,Small,Female,1.0,,Active,Home cooked,Special,1.0,No,Yes,No,10.0,2.0,Active,3.0,100.0,Yes,Yes,16.33
231,Australian Shepherd,Medium,Male,3.0,Neutered,Moderate,Wet food,Royal Canin,3.0,Yes,Yes,No,10.0,2.0,Low,1.0,90.0,Yes,Yes,26.76
232,Doberman,Large,Male,11.0,,Active,Special diet,Wellness,1.0,No,No,No,11.0,0.0,Active,1.0,61.0,Yes,Yes,19.96
233,Bulldog,Medium,Male,13.0,,Very Active,,Hill's Science,0.0,No,Yes,No,9.0,0.0,Active,0.0,76.0,Yes,No,24.95
234,Bulldog,Medium,Female,7.0,Neutered,Active,Home cooked,Special,1.0,Yes,Yes,No,10.0,1.0,Moderate,1.0,50.0,Yes,Yes,26.76
235,Great Dane,Large,,12.0,Spayed,Moderate,Special diet,Hill's Science,2.0,No,Yes,,10.0,1.0,Very Active,1.0,75.0,Yes,Yes,19.05
236,Dachshund,Small,Female,4.0,Spayed,Active,Special diet,Royal Canin,4.0,Yes,No,No,12.0,3.0,Active,1.0,62.0,Yes,Yes,20.87
237,Doberman,Large,Male,7.0,,,Special diet,Hill's Science,2.0,Yes,Yes,,12.0,2.0,,1.0,49.0,Yes,,25.4
238,German Shepherd,Large,Female,3.0,Neutered,Low,Home cooked,Special,2.0,No,Yes,No,10.0,1.0,,0.0,86.0,Yes,Yes,26.76
239,Dachshund,Small,Female,5.0,,Very Active,Home cooked,Special,7.0,No,Yes,No,13.0,2.0,Moderate,1.0,,Yes,Yes,26.76
240,Chihuahua,Small,Female,12.0,Spayed,,Home cooked,Special,3.0,Yes,No,No,11.0,0.0,,,66.0,Yes,Yes,30.39
241,Poodle,Small,Female,13.0,Spayed,Low,Hard food,Blue Buffalo,2.0,No,Yes,No,10.0,2.0,Moderate,,80.0,Yes,No,31.75
242,Doberman,Large,,,,Active,Hard food,Nutro,1.0,No,Yes,No,13.0,1.0,Low,0.0,87.0,Yes,No,18.14
243,Rottweiler,Large,Male,1.0,,Moderate,Wet food,Pedigree,5.0,Yes,No,No,8.0,1.0,Low,0.0,86.0,Yes,No,24.04
244,Australian Shepherd,,Male,6.0,Spayed,Active,Hard food,Wellness,1.0,No,No,No,12.0,3.0,,0.0,58.0,Yes,Yes,24.95
245,Bulldog,Medium,Female,10.0,Neutered,,Hard food,Hill's Science,6.0,Yes,No,No,11.0,1.0,Active,0.0,77.0,Yes,No,20.87
246,Labrador Retriever,Large,Male,5.0,Neutered,Active,Hard food,Wellness,0.0,Yes,No,No,11.0,2.0,Active,2.0,44.0,Yes,Yes,24.95
247,Great Dane,Large,Male,2.0,Neutered,,Special diet,Wellness,0.0,No,No,No,13.0,0.0,Low,1.0,65.0,Yes,Yes,24.95
248,Bulldog,Medium,Male,10.0,,Very Active,Special diet,Royal Canin,1.0,Yes,Yes,No,11.0,3.0,Very Active,1.0,53.0,Yes,Yes,30.39
249,Poodle,Small,Male,1.0,Spayed,Moderate,Hard food,Hill's Science,3.0,Yes,Yes,,11.0,4.0,Active,2.0,82.0,Yes,No,20.41
250,Dachshund,Small,Female,8.0,Spayed,,Wet food,Royal Canin,1.0,Yes,No,No,11.0,1.0,Low,1.0,57.0,Yes,Yes,29.03
251,Chihuahua,Small,Male,4.0,,,Wet food,Wellness,2.0,Yes,Yes,No,11.0,2.0,Active,0.0,61.0,Yes,,30.39
252,Poodle,Small,Female,3.0,Neutered,Low,Special diet,Hill's Science,3.0,No,Yes,No,13.0,2.0,Low,3.0,73.0,Yes,Yes,26.31
253,Labrador Retriever,Large,Male,12.0,Neutered,,Special diet,Iams,1.0,Yes,Yes,No,14.0,2.0,Very Active,4.0,62.0,Yes,Yes,25.4
254,Beagle,Small,Female,13.0,Neutered,Low,Wet food,Blue Buffalo,5.0,Yes,No,No,12.0,2.0,Active,2.0,59.0,Yes,Yes,19.05
255,Beagle,Small,Male,1.0,Spayed,Very Active,,Wellness,2.0,No,Yes,No,10.0,1.0,Moderate,2.0,59.0,Yes,Yes,24.49
256,Chihuahua,,Male,11.0,,,Special diet,Pedigree,6.0,No,Yes,No,13.0,2.0,Very Active,0.0,53.0,Yes,No,26.76
257,Dachshund,Small,Female,10.0,Neutered,Moderate,Hard food,Wellness,5.0,No,Yes,No,10.0,1.0,Very Active,1.0,44.0,Yes,No,
258,Dachshund,Small,Male,13.0,,Active,Home cooked,Special,2.0,Yes,No,No,11.0,2.0,Moderate,2.0,62.0,Yes,Yes,10.43
259,Yorkshire Terrier,Small,Female,8.0,Neutered,Very Active,,Special,4.0,No,Yes,No,13.0,1.0,Low,2.0,30.0,Yes,Yes,14.97
260,Great Dane,Large,Female,4.0,,,Special diet,Wellness,1.0,Yes,Yes,No,12.0,2.0,Active,1.0,49.0,Yes,Yes,21.77
261,Dachshund,Small,Female,13.0,Neutered,Active,Special diet,Royal Canin,3.0,No,Yes,No,11.0,2.0,Very Active,1.0,74.0,Yes,Yes,32.21
262,Poodle,Small,Female,1.0,Spayed,Moderate,Hard food,Purina,3.0,Yes,Yes,No,11.0,1.0,Very Active,2.0,79.0,Yes,No,14.51
263,German Shepherd,,Female,6.0,Neutered,Low,Home cooked,Special,,Yes,No,No,10.0,2.0,Low,1.0,58.0,Yes,Yes,28.58
264,Siberian Husky,,Male,1.0,,Very Active,Special diet,Iams,1.0,No,No,No,13.0,1.0,Very Active,2.0,,Yes,Yes,16.33
265,Beagle,Small,Female,6.0,,Very Active,Hard food,Pedigree,4.0,Yes,Yes,No,13.0,3.0,Very Active,0.0,,Yes,No,16.78
266,Beagle,Small,Male,4.0,Spayed,Moderate,Wet food,Blue Buffalo,2.0,Yes,No,No,10.0,2.0,Very Active,3.0,74.0,Yes,,11.79
267,Siberian Husky,Medium,Male,1.0,Spayed,Low,Hard food,Iams,2.0,No,No,No,12.0,3.0,,1.0,72.0,Yes,Yes,24.49
268,German Shepherd,Large,Male,13.0,,Active,Home cooked,Special,2.0,No,Yes,No,14.0,2.0,Very Active,1.0,71.0,Yes,Yes,24.95
269,Bulldog,Medium,Female,7.0,Neutered,,Home cooked,Special,4.0,No,Yes,No,10.0,1.0,Active,2.0,55.0,Yes,Yes,25.4
270,Poodle,Small,Female,9.0,Spayed,,Home cooked,Special,3.0,No,No,No,12.0,2.0,Moderate,0.0,61.0,Yes,Yes,21.32
271,Beagle,Small,Male,3.0,Spayed,Low,Wet food,Iams,2.0,No,No,No,12.0,0.0,Low,0.0,40.0,Yes,Yes,34.47
272,Beagle,Small,Male,13.0,,,Home cooked,Special,2.0,No,No,Yes,11.0,0.0,,2.0,72.0,Yes,No,19.96
273,Chihuahua,Small,Male,4.0,,,Home cooked,Special,4.0,Yes,Yes,No,11.0,1.0,Low,3.0,39.0,Yes,Yes,29.48
274,Great Dane,Large,Male,6.0,Neutered,Active,Home cooked,Special,1.0,No,Yes,No,10.0,0.0,Active,2.0,77.0,Yes,Yes,16.33
275,Boxer,Medium,Male,5.0,,Moderate,Home cooked,Special,4.0,Yes,Yes,No,13.0,1.0,,1.0,,Yes,Yes,26.76
276,Beagle,Small,Male,10.0,Spayed,Low,Wet food,Pedigree,5.0,No,Yes,No,10.0,1.0,Active,,64.0,Yes,No,22.68
277,Yorkshire Terrier,Small,Female,1.0,Neutered,Low,Special diet,Hill's Science,1.0,No,Yes,No,10.0,2.0,Active,4.0,70.0,Yes,Yes,11.34
278,Doberman,Large,Male,1.0,Spayed,,Wet food,Royal Canin,5.0,Yes,No,No,9.0,2.0,Active,1.0,67.0,Yes,Yes,15.42
279,Labrador Retriever,Large,Female,10.0,Spayed,Very Active,Wet food,Purina,2.0,No,Yes,No,10.0,1.0,Low,3.0,58.0,Yes,Yes,23.13
280,Golden Retriever,Large,Male,7.0,Spayed,,Home cooked,Special,5.0,No,No,No,11.0,2.0,,0.0,53.0,Yes,Yes,28.12
281,Boxer,Medium,Female,3.0,Spayed,Low,Wet food,Nutro,2.0,No,Yes,No,10.0,1.0,Active,1.0,38.0,Yes,Yes,24.49
282,Siberian Husky,Medium,Male,6.0,Spayed,Low,Home cooked,Special,3.0,No,Yes,No,11.0,1.0,Very Active,2.0,65.0,Yes,Yes,23.59
283,Golden Retriever,Large,Male,2.0,,Active,Special diet,Royal Canin,6.0,Yes,No,No,11.0,,Low,2.0,68.0,Yes,Yes,27.67
284,Yorkshire Terrier,Small,Female,2.0,Neutered,,Hard food,Hill's Science,2.0,Yes,Yes,No,10.0,0.0,Low,0.0,42.0,Yes,No,30.39
285,Poodle,Small,,11.0,Neutered,Active,Home cooked,Special,4.0,Yes,No,No,12.0,1.0,Low,2.0,65.0,Yes,Yes,17.24
286,Rottweiler,Large,Male,2.0,Neutered,,Wet food,Royal Canin,2.0,Yes,Yes,No,10.0,0.0,Active,3.0,,Yes,Yes,32.21
287,Dachshund,Small,Male,5.0,,Low,Wet food,Pedigree,2.0,No,No,No,12.0,,Moderate,2.0,55.0,Yes,Yes,32.66
288,Beagle,Small,Male,10.0,,Active,Special diet,Purina,2.0,No,Yes,No,9.0,1.0,Active,0.0,60.0,Yes,No,29.48
289,Siberian Husky,Medium,Male,3.0,Spayed,Moderate,Special diet,Royal Canin,4.0,No,Yes,No,8.0,0.0,Low,1.0,71.0,Yes,Yes,34.02
290,German Shepherd,Large,Female,7.0,,Very Active,Special diet,Wellness,4.0,No,No,No,13.0,1.0,Very Active,1.0,67.0,Yes,Yes,15.88
291,Australian Shepherd,Medium,Female,5.0,Neutered,Low,Home cooked,Special,5.0,No,Yes,No,8.0,0.0,Active,3.0,56.0,Yes,Yes,22.23
292,Australian Shepherd,Medium,Male,1.0,,Moderate,Special diet,,5.0,No,,No,10.0,1.0,Moderate,2.0,86.0,Yes,No,27.22
293,Rottweiler,Large,Female,2.0,Neutered,Very Active,Wet food,Wellness,2.0,No,Yes,No,12.0,1.0,Moderate,1.0,96.0,Yes,Yes,26.31
294,Doberman,Large,Male,10.0,Spayed,,Home cooked,Special,4.0,Yes,Yes,No,12.0,1.0,Very Active,1.0,63.0,Yes,Yes,14.51
295,Yorkshire Terrier,Small,Male,12.0,,Very Active,Special diet,Nutro,2.0,No,Yes,No,12.0,2.0,Active,4.0,66.0,Yes,Yes,16.78
296,Australian Shepherd,,Male,13.0,Spayed,,Wet food,Nutro,5.0,Yes,No,No,12.0,1.0,Active,1.0,63.0,Yes,Yes,
297,Rottweiler,Large,Female,9.0,,Moderate,Hard food,Iams,2.0,Yes,No,No,10.0,0.0,,1.0,64.0,Yes,No,28.58
298,Boxer,Medium,Female,10.0,,,Wet food,Hill's Science,4.0,No,No,No,10.0,1.0,,4.0,77.0,,No,22.68
299,Beagle,Small,Female,13.0,Spayed,Active,Hard food,Blue Buffalo,2.0,Yes,No,No,11.0,,Very Active,4.0,69.0,Yes,Yes,29.03
300,Labrador Retriever,Large,Female,9.0,Spayed,,Home cooked,Special,4.0,Yes,No,No,10.0,2.0,,0.0,80.0,Yes,Yes,25.4
301,Yorkshire Terrier,Small,Male,2.0,,,,Pedigree,2.0,No,No,No,12.0,2.0,Low,1.0,80.0,Yes,Yes,17.24
302,Siberian Husky,Medium,Male,11.0,,,Wet food,Blue Buffalo,2.0,Yes,No,No,9.0,0.0,,2.0,80.0,Yes,No,16.33
303,Labrador Retriever,Large,Male,12.0,Neutered,Active,Home cooked,Special,4.0,Yes,Yes,No,12.0,1.0,Moderate,2.0,48.0,Yes,Yes,31.3
304,Golden Retriever,Large,Male,9.0,,Active,Hard food,Hill's Science,3.0,No,No,No,10.0,1.0,,3.0,48.0,Yes,Yes,28.58
305,Rottweiler,Large,Female,10.0,,Low,Wet food,Purina,3.0,Yes,No,No,9.0,2.0,,2.0,39.0,Yes,No,
306,Siberian Husky,Medium,Female,5.0,Spayed,Low,Hard food,Purina,,Yes,No,No,11.0,0.0,Very Active,2.0,62.0,Yes,Yes,30.39
307,Golden Retriever,,Male,2.0,,Very Active,Special diet,Pedigree,3.0,No,No,No,11.0,4.0,,3.0,51.0,Yes,Yes,16.78
308,German Shepherd,Large,Female,8.0,Neutered,Very Active,Special diet,Nutro,0.0,Yes,No,No,13.0,0.0,Low,1.0,36.0,Yes,Yes,12.7
309,Yorkshire Terrier,Small,Male,3.0,,Very Active,Special diet,Iams,2.0,Yes,Yes,No,10.0,2.0,,1.0,96.0,Yes,Yes,26.76
310,Australian Shepherd,Medium,Female,4.0,Neutered,,Hard food,Pedigree,2.0,,No,No,10.0,1.0,Very Active,4.0,67.0,Yes,Yes,23.13
311,Doberman,Large,Female,12.0,,,Special diet,Royal Canin,3.0,No,Yes,No,10.0,2.0,,4.0,68.0,,No,23.13
312,Doberman,Large,Male,2.0,,Active,Special diet,Iams,5.0,Yes,No,No,12.0,2.0,Very Active,0.0,64.0,Yes,Yes,8.62
313,Chihuahua,Small,,8.0,Neutered,Low,Home cooked,Special,5.0,No,Yes,No,9.0,2.0,Very Active,1.0,45.0,Yes,,
314,Doberman,Large,Female,3.0,Spayed,Moderate,Special diet,Blue Buffalo,3.0,No,No,,12.0,1.0,Very Active,0.0,53.0,Yes,Yes,17.24
315,Australian Shepherd,Medium,Male,10.0,Neutered,Very Active,Home cooked,Special,2.0,Yes,No,No,12.0,2.0,,3.0,81.0,Yes,Yes,21.32
316,German Shepherd,Large,Female,2.0,Spayed,,Hard food,Iams,4.0,No,No,No,11.0,3.0,Moderate,0.0,73.0,Yes,Yes,29.48
317,Labrador Retriever,Large,Male,2.0,Spayed,Moderate,Hard food,Purina,1.0,No,No,No,11.0,,Active,2.0,70.0,Yes,Yes,25.85
318,Golden Retriever,Large,Male,4.0,Neutered,,Wet food,Blue Buffalo,,No,No,No,10.0,3.0,Active,1.0,89.0,Yes,Yes,24.49
319,Yorkshire Terrier,Small,Male,8.0,Neutered,Active,Special diet,Purina,5.0,No,No,No,10.0,3.0,Low,0.0,67.0,Yes,Yes,37.65
320,Great Dane,Large,,11.0,Neutered,Low,Special diet,Pedigree,3.0,No,Yes,No,,2.0,Moderate,2.0,67.0,Yes,Yes,29.03
321,Great Dane,Large,Female,1.0,Neutered,,Wet food,Iams,6.0,No,No,No,11.0,3.0,Low,1.0,38.0,Yes,Yes,25.4
322,Yorkshire Terrier,Small,Female,8.0,Spayed,Moderate,Wet food,Pedigree,1.0,No,Yes,No,11.0,2.0,Active,4.0,65.0,Yes,Yes,22.23
323,Bulldog,Medium,Female,13.0,,Very Active,Wet food,Purina,3.0,No,Yes,No,11.0,1.0,Moderate,0.0,68.0,Yes,No,24.95
324,Poodle,Small,Male,12.0,Spayed,Active,Wet food,Blue Buffalo,6.0,Yes,Yes,No,10.0,0.0,Active,1.0,54.0,Yes,Yes,29.48
325,Yorkshire Terrier,Small,Male,2.0,Spayed,Moderate,Special diet,Purina,2.0,No,Yes,No,11.0,1.0,Very Active,3.0,67.0,Yes,Yes,22.23
326,,Large,Female,5.0,,Very Active,Wet food,Nutro,,Yes,No,No,11.0,2.0,,2.0,60.0,Yes,,25.4
327,Yorkshire Terrier,Small,Female,4.0,,Very Active,Wet food,Iams,1.0,Yes,Yes,No,9.0,,Active,2.0,44.0,Yes,Yes,23.59
328,Poodle,,Female,11.0,Neutered,Very Active,Home cooked,Special,5.0,Yes,No,No,11.0,3.0,Moderate,2.0,77.0,Yes,Yes,32.66
329,Golden Retriever,Large,Male,5.0,Neutered,Active,Special diet,Wellness,1.0,Yes,No,No,11.0,3.0,Low,3.0,73.0,Yes,Yes,23.59
330,German Shepherd,Large,Male,5.0,Neutered,Moderate,Hard food,Iams,4.0,Yes,No,No,10.0,0.0,Active,3.0,46.0,Yes,Yes,25.4
331,Dachshund,Small,Female,7.0,Spayed,Active,Wet food,,3.0,No,Yes,No,13.0,1.0,Active,2.0,45.0,Yes,Yes,27.22
332,Bulldog,Medium,Female,9.0,Neutered,Very Active,Home cooked,Special,5.0,No,No,No,11.0,2.0,Low,1.0,74.0,Yes,Yes,19.5
333,Doberman,Large,Female,9.0,,Active,Home cooked,Special,1.0,No,Yes,No,9.0,1.0,Low,3.0,76.0,Yes,Yes,19.05
334,Labrador Retriever,Large,Male,10.0,Neutered,,Home cooked,Special,3.0,No,No,No,13.0,1.0,Moderate,0.0,,Yes,Yes,29.03
335,Doberman,Large,Male,1.0,,Low,Wet food,Purina,2.0,Yes,Yes,No,10.0,,Very Active,2.0,85.0,Yes,No,20.41
336,Doberman,Large,Male,8.0,Spayed,Low,Hard food,Nutro,2.0,No,Yes,No,11.0,3.0,Very Active,3.0,44.0,Yes,Yes,17.24
337,Australian Shepherd,Medium,Male,7.0,Spayed,Very Active,Hard food,Pedigree,0.0,No,Yes,No,13.0,2.0,Low,0.0,52.0,Yes,Yes,34.02
338,Golden Retriever,Large,Female,13.0,,Active,Home cooked,Special,,No,No,No,11.0,0.0,Moderate,1.0,,Yes,Yes,19.96
339,Bulldog,Medium,Male,9.0,,Very Active,Special diet,Pedigree,1.0,,No,No,12.0,2.0,,1.0,38.0,Yes,Yes,30.39
340,Beagle,Small,Female,13.0,,,Hard food,Blue Buffalo,1.0,Yes,Yes,No,9.0,0.0,Moderate,0.0,48.0,Yes,No,15.42
341,Beagle,Small,Female,10.0,Neutered,Very Active,Wet food,Blue Buffalo,2.0,Yes,,No,12.0,1.0,,3.0,82.0,Yes,Yes,16.78
342,Golden Retriever,Large,Male,12.0,,Low,,Hill's Science,4.0,No,No,No,10.0,2.0,,1.0,57.0,Yes,Yes,27.67
343,Yorkshire Terrier,Small,Male,2.0,Spayed,Low,Special diet,Hill's Science,4.0,No,Yes,No,14.0,2.0,Low,2.0,61.0,Yes,Yes,16.33
344,Beagle,Small,Female,9.0,,Low,Special diet,Iams,2.0,Yes,No,No,9.0,3.0,,3.0,79.0,Yes,Yes,18.6
345,Rottweiler,Large,Male,12.0,,Very Active,Wet food,Blue Buffalo,5.0,Yes,Yes,No,11.0,3.0,,1.0,57.0,Yes,No,17.69
346,Yorkshire Terrier,Small,Female,1.0,Spayed,Active,Home cooked,Special,3.0,No,,No,10.0,2.0,,1.0,34.0,Yes,Yes,26.76
347,Boxer,Medium,Female,2.0,,,Wet food,,1.0,,No,No,8.0,0.0,Low,1.0,55.0,Yes,Yes,24.04
