Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Weight (kg)
Golden Retriever,Large,Male,6.0,Neutered,Low,3.0,10.0,2.0,3.0,26.31
Poodle,Small,Male,6.0,Neutered,Very Active,0.0,10.0,1.0,3.0,13.61
Boxer,Medium,Female,11.0,Unknown,Very Active,2.0,12.0,1.0,3.0,33.71
Doberman,Large,Female,5.0,Unknown,Active,4.0,10.0,1.0,3.0,38.28
Rottweiler,Large,Male,4.0,Neutered,Moderate,1.0,8.0,1.0,1.0,38.04
Beagle,Small,Female,9.0,Neutered,Very Active,3.0,12.0,2.0,2.0,9.72
Dachshund,Small,Male,2.0,Spayed,Moderate,2.0,9.0,3.0,1.0,8.34
Beagle,Small,Female,1.0,Neutered,Very Active,1.0,11.0,0.0,0.0,11.34
Unknown,Large,Female,7.0,Spayed,Moderate,2.0,13.0,2.0,3.0,14.51
Yorkshire Terrier,Small,Female,3.0,Unknown,Very Active,2.0,10.0,1.0,2.0,2.23
Siberian Husky,Medium,Male,13.0,Unknown,Active,0.0,13.0,2.0,1.0,23.4
German Shepherd,Large,Male,3.0,Neutered,Low,6.0,9.0,1.0,0.0,30.39
German Shepherd,Large,Male,3.0,Neutered,Unknown,0.0,12.0,2.0,1.0,37.93
Labrador Retriever,Large,Male,12.0,Neutered,Very Active,0.0,11.0,1.0,4.0,29.48
Doberman,Large,Unknown,12.0,Spayed,Very Active,1.0,13.0,0.0,0.0,31.92
Australian Shepherd,Medium,Male,7.0,Spayed,Low,4.0,14.0,1.0,1.0,25.4
Boxer,Medium,Unknown,9.0,Spayed,Active,2.0,13.0,1.0,0.0,29.41
Bulldog,Medium,Female,7.0,Spayed,Unknown,2.0,8.0,1.0,1.0,23.26
Siberian Husky,Medium,Male,12.0,Neutered,Active,4.0,12.0,1.0,3.0,19.5
Australian Shepherd,Medium,Male,5.0,Neutered,Moderate,3.0,9.0,4.0,2.0,18.72
Siberian Husky,Medium,Female,3.0,Neutered,Unknown,0.0,9.0,2.0,2.0,19.3
Bulldog,Medium,Female,12.0,Spayed,Low,4.0,8.0,2.0,1.0,21.48
Dachshund,Small,Unknown,3.0,Unknown,Low,1.0,11.0,1.0,0.0,7.44
Bulldog,Medium,Female,6.0,Spayed,Unknown,4.0,13.0,1.0,3.0,22.87
Great Dane,Large,Female,1.0,Neutered,Unknown,2.0,11.0,4.0,1.0,71.71
Labrador Retriever,Large,Male,11.0,Unknown,Very Active,6.0,8.0,0.0,4.0,30.39
Poodle,Small,Male,7.0,Spayed,Low,0.0,10.0,1.0,2.0,24.49
Chihuahua,Small,Male,5.0,Spayed,Low,3.0,12.0,2.0,1.0,1.97
Boxer,Medium,Male,13.0,Neutered,Low,2.0,12.0,1.0,1.0,30.6
Poodle,Small,Female,3.0,Spayed,Active,5.0,10.0,1.0,1.0,17.69
Rottweiler,Large,Male,13.0,Spayed,Active,3.0,13.0,1.0,2.0,40.91
Chihuahua,Small,Female,2.0,Unknown,Very Active,3.0,13.0,2.0,1.0,1.89
Australian Shepherd,Medium,Female,7.0,Unknown,Low,3.0,10.0,2.0,1.0,22.66
Doberman,Large,Male,11.0,Spayed,Moderate,4.0,12.0,0.0,2.0,39.16
Boxer,Medium,Female,6.0,Unknown,Unknown,3.0,10.0,3.0,1.0,32.25
Australian Shepherd,Medium,Male,8.0,Spayed,Moderate,2.0,9.0,3.0,3.0,28.58
Great Dane,Large,Male,3.0,Neutered,Low,2.0,10.0,2.0,2.0,68.2
Poodle,Small,Female,6.0,Unknown,Unknown,0.0,11.0,2.0,1.0,27.67
German Shepherd,Large,Female,11.0,Neutered,Low,2.0,14.0,2.0,0.0,29.94
Golden Retriever,Large,Female,3.0,Unknown,Moderate,6.0,11.0,1.0,1.0,32.04
Dachshund,Small,Female,9.0,Spayed,Active,3.0,10.0,3.0,0.0,7.21
Beagle,Small,Female,5.0,Neutered,Active,3.0,9.0,2.0,4.0,9.4
Siberian Husky,Medium,Male,8.0,Unknown,Low,1.0,8.0,1.0,2.0,21.82
Bulldog,Medium,Male,5.0,Unknown,Very Active,2.0,11.0,2.0,1.0,23.13
Yorkshire Terrier,Small,Male,4.0,Spayed,Unknown,5.0,10.0,0.0,1.0,3.29
Chihuahua,Small,Male,4.0,Neutered,Moderate,3.0,9.0,4.0,0.0,3.85
Rottweiler,Large,Female,6.0,Spayed,Very Active,2.0,11.0,2.0,3.0,48.13
Poodle,Small,Female,13.0,Neutered,Moderate,2.0,9.0,1.0,1.0,19.05
Australian Shepherd,Medium,Female,6.0,Unknown,Moderate,0.0,11.0,1.0,1.0,25.85
Dachshund,Small,Unknown,6.0,Neutered,Very Active,5.0,11.0,3.0,2.0,7.38
Beagle,Small,Male,13.0,Spayed,Unknown,3.0,12.0,2.0,2.0,13.47
Australian Shepherd,Medium,Male,4.0,Neutered,Very Active,3.0,10.0,1.0,2.0,22.23
Chihuahua,Small,Male,6.0,Spayed,Low,3.0,12.0,2.0,4.0,3.46
Rottweiler,Large,Female,4.0,Neutered,Low,2.0,12.0,3.0,2.0,43.43
Golden Retriever,Large,Female,10.0,Spayed,Unknown,2.0,12.0,1.0,3.0,25.4
Chihuahua,Small,Female,11.0,Spayed,Unknown,1.0,12.0,2.0,1.0,2.08
German Shepherd,Large,Male,3.0,Neutered,Unknown,3.0,14.0,2.0,1.0,22.46
Poodle,Small,Female,3.0,Neutered,Unknown,2.0,14.0,2.0,0.0,22.23
Dachshund,Small,Male,11.0,Spayed,Unknown,2.0,12.0,4.0,1.0,6.73
Australian Shepherd,Medium,Unknown,2.0,Spayed,Low,0.0,9.0,1.0,4.0,30.84
Bulldog,Medium,Female,11.0,Neutered,Moderate,3.0,9.0,3.0,3.0,20.53
Unknown,Large,Female,1.0,Spayed,Moderate,5.0,12.0,2.0,2.0,22.23
Yorkshire Terrier,Small,Female,9.0,Spayed,Moderate,2.0,13.0,2.0,0.0,4.06
Bulldog,Medium,Male,13.0,Neutered,Active,2.0,9.0,1.0,4.0,19.05
Beagle,Small,Male,12.0,Spayed,Very Active,2.0,12.0,1.0,2.0,13.75
Poodle,Small,Male,2.0,Neutered,Active,3.0,11.0,1.0,1.0,27.22
Siberian Husky,Medium,Male,8.0,Spayed,Low,0.0,11.0,2.0,2.0,23.18
Siberian Husky,Medium,Female,5.0,Neutered,Unknown,2.0,12.0,1.0,3.0,24.49
Labrador Retriever,Large,Female,9.0,Spayed,Active,4.0,11.0,2.0,0.0,30.39
German Shepherd,Large,Female,4.0,Neutered,Moderate,2.0,10.0,3.0,2.0,29.48
Poodle,Small,Female,1.0,Unknown,Active,1.0,14.0,1.0,1.0,23.06
Dachshund,Small,Male,2.0,Spayed,Unknown,2.0,10.0,1.0,2.0,7.14
Rottweiler,Large,Female,8.0,Unknown,Active,2.0,10.0,0.0,3.0,36.29
Poodle,Small,Male,9.0,Unknown,Moderate,0.0,12.0,0.0,2.0,20.87
Australian Shepherd,Medium,Male,10.0,Neutered,Moderate,2.0,11.0,3.0,1.0,20.87
Golden Retriever,Large,Male,7.0,Spayed,Very Active,4.0,12.0,3.0,0.0,32.99
Golden Retriever,Large,Male,9.0,Neutered,Unknown,1.0,11.0,1.0,1.0,28.58
Dachshund,Small,Female,7.0,Spayed,Unknown,6.0,12.0,2.0,1.0,8.16
Labrador Retriever,Large,Female,12.0,Spayed,Very Active,2.0,10.0,1.0,3.0,31.75
Doberman,Large,Male,4.0,Unknown,Very Active,2.0,13.0,2.0,0.0,39.91
Labrador Retriever,Large,Female,6.0,Unknown,Moderate,1.0,11.0,3.0,1.0,35.74
Beagle,Small,Female,13.0,Spayed,Very Active,3.0,10.0,0.0,1.0,10.15
Rottweiler,Large,Male,2.0,Spayed,Low,4.0,10.0,2.0,1.0,40.58
Doberman,Large,Male,12.0,Spayed,Active,3.0,13.0,0.0,4.0,33.51
Chihuahua,Small,Unknown,13.0,Spayed,Unknown,3.0,11.0,1.0,2.0,3.19
Yorkshire Terrier,Small,Female,9.0,Unknown,Low,1.0,9.0,2.0,1.0,4.77
Great Dane,Large,Female,2.0,Neutered,Low,2.0,11.0,2.0,4.0,55.26
Rottweiler,Large,Male,4.0,Unknown,Active,6.0,11.0,4.0,3.0,52.93
Yorkshire Terrier,Small,Male,9.0,Spayed,Low,1.0,12.0,1.0,1.0,4.48
Siberian Husky,Medium,Female,9.0,Spayed,Active,2.0,12.0,2.0,2.0,24.04
Doberman,Large,Female,4.0,Neutered,Unknown,3.0,10.0,1.0,1.0,28.58
Bulldog,Medium,Male,4.0,Neutered,Unknown,0.0,11.0,0.0,2.0,19.67
Chihuahua,Small,Male,1.0,Spayed,Unknown,4.0,10.0,3.0,3.0,3.0
Rottweiler,Large,Female,1.0,Neutered,Active,0.0,10.0,1.0,2.0,55.4
Yorkshire Terrier,Small,Male,4.0,Spayed,Very Active,2.0,13.0,2.0,3.0,2.78
Poodle,Small,Female,4.0,Unknown,Active,0.0,8.0,1.0,0.0,22.23
Beagle,Small,Male,6.0,Spayed,Unknown,0.0,13.0,1.0,1.0,10.66
Labrador Retriever,Large,Female,1.0,Unknown,Unknown,3.0,8.0,0.0,0.0,25.42
Golden Retriever,Large,Male,10.0,Neutered,Moderate,1.0,9.0,2.0,4.0,28.12
Siberian Husky,Medium,Male,6.0,Neutered,Unknown,6.0,11.0,0.0,1.0,19.62
Chihuahua,Small,Female,3.0,Spayed,Unknown,1.0,9.0,4.0,3.0,1.35
Poodle,Small,Male,11.0,Spayed,Low,1.0,9.0,1.0,1.0,26.31
Doberman,Large,Male,6.0,Neutered,Very Active,2.0,11.0,3.0,3.0,27.8
Dachshund,Small,Female,7.0,Neutered,Unknown,4.0,11.0,2.0,2.0,6.27
Golden Retriever,Large,Female,5.0,Neutered,Active,5.0,12.0,3.0,0.0,25.4
Labrador Retriever,Large,Male,8.0,Spayed,Very Active,1.0,10.0,1.0,0.0,27.44
Doberman,Large,Female,2.0,Neutered,Unknown,5.0,10.0,0.0,1.0,30.66
Boxer,Medium,Male,1.0,Spayed,Unknown,4.0,9.0,2.0,3.0,30.5
Unknown,Large,Male,13.0,Spayed,Very Active,3.0,10.0,1.0,1.0,29.94
Beagle,Small,Male,9.0,Unknown,Very Active,2.0,12.0,3.0,1.0,14.97
Dachshund,Small,Female,8.0,Spayed,Active,3.0,12.0,1.0,0.0,7.02
Chihuahua,Small,Male,8.0,Neutered,Unknown,3.0,14.0,1.0,1.0,2.54
Golden Retriever,Large,Male,4.0,Spayed,Active,5.0,10.0,0.0,1.0,33.73
Golden Retriever,Large,Female,12.0,Spayed,Active,3.0,11.0,1.0,1.0,26.76
Chihuahua,Small,Male,7.0,Unknown,Very Active,1.0,13.0,2.0,4.0,2.9
German Shepherd,Large,Female,6.0,Spayed,Low,3.0,12.0,1.0,1.0,32.06
Yorkshire Terrier,Small,Female,13.0,Spayed,Moderate,3.0,11.0,1.0,1.0,3.57
Labrador Retriever,Large,Female,12.0,Spayed,Moderate,4.0,9.0,1.0,4.0,29.94
Golden Retriever,Large,Male,6.0,Unknown,Very Active,1.0,10.0,2.0,1.0,30.84
Rottweiler,Large,Female,12.0,Unknown,Very Active,4.0,14.0,2.0,3.0,42.21
Doberman,Large,Female,2.0,Spayed,Unknown,2.0,10.0,3.0,0.0,32.12
Great Dane,Large,Male,5.0,Unknown,Low,3.0,10.0,0.0,1.0,56.13
Dachshund,Small,Male,6.0,Unknown,Unknown,3.0,12.0,4.0,2.0,6.78
German Shepherd,Large,Female,1.0,Spayed,Very Active,3.0,12.0,1.0,2.0,23.59
German Shepherd,Large,Female,11.0,Neutered,Very Active,1.0,12.0,3.0,1.0,31.75
Siberian Husky,Medium,Female,3.0,Unknown,Active,3.0,12.0,1.0,2.0,22.68
Dachshund,Small,Unknown,2.0,Spayed,Active,0.0,11.0,1.0,1.0,8.53
Doberman,Large,Female,6.0,Spayed,Low,3.0,9.0,1.0,1.0,30.84
German Shepherd,Large,Male,4.0,Neutered,Low,2.0,11.0,3.0,1.0,22.23
Australian Shepherd,Medium,Female,11.0,Unknown,Moderate,4.0,9.0,1.0,1.0,30.91
Rottweiler,Large,Female,12.0,Neutered,Very Active,3.0,14.0,2.0,1.0,36.62
Bulldog,Medium,Female,8.0,Neutered,Unknown,1.0,12.0,1.0,2.0,23.13
Bulldog,Medium,Female,7.0,Unknown,Low,2.0,11.0,2.0,1.0,21.32
Siberian Husky,Medium,Male,13.0,Unknown,Active,2.0,11.0,2.0,1.0,23.13
Beagle,Small,Female,1.0,Unknown,Low,1.0,12.0,2.0,1.0,9.69
Yorkshire Terrier,Small,Male,2.0,Unknown,Very Active,3.0,14.0,0.0,1.0,3.51
Australian Shepherd,Medium,Male,3.0,Neutered,Moderate,3.0,10.0,2.0,1.0,21.77
Dachshund,Small,Female,2.0,Neutered,Active,1.0,11.0,2.0,4.0,6.96
Labrador Retriever,Large,Female,9.0,Spayed,Unknown,3.0,11.0,2.0,1.0,27.67
Siberian Husky,Medium,Female,10.0,Spayed,Active,4.0,11.0,3.0,1.0,25.25
Australian Shepherd,Medium,Male,9.0,Spayed,Very Active,4.0,10.0,1.0,2.0,24.95
Dachshund,Small,Male,4.0,Spayed,Active,3.0,13.0,1.0,2.0,8.04
German Shepherd,Large,Male,5.0,Spayed,Very Active,3.0,9.0,1.0,2.0,22.68
Siberian Husky,Medium,Male,3.0,Neutered,Unknown,2.0,10.0,2.0,2.0,20.41
Chihuahua,Small,Female,11.0,Unknown,Very Active,3.0,11.0,2.0,1.0,2.19
Beagle,Small,Male,8.0,Unknown,Low,1.0,10.0,3.0,0.0,12.04
Siberian Husky,Medium,Female,4.0,Spayed,Unknown,4.0,9.0,1.0,1.0,21.77
Yorkshire Terrier,Small,Female,4.0,Spayed,Low,0.0,12.0,2.0,1.0,3.68
Yorkshire Terrier,Small,Male,5.0,Spayed,Active,1.0,13.0,2.0,2.0,2.34
Rottweiler,Large,Female,6.0,Spayed,Unknown,3.0,9.0,0.0,0.0,41.3
Golden Retriever,Large,Female,7.0,Unknown,Moderate,1.0,10.0,0.0,1.0,27.67
Unknown,Small,Female,5.0,Neutered,Moderate,4.0,11.0,1.0,2.0,19.05
Bulldog,Medium,Male,7.0,Spayed,Unknown,6.0,11.0,2.0,1.0,22.58
Beagle,Small,Male,6.0,Neutered,Active,6.0,10.0,1.0,0.0,14.9
German Shepherd,Large,Female,5.0,Unknown,Low,3.0,9.0,1.0,0.0,26.12
Australian Shepherd,Medium,Female,5.0,Unknown,Active,3.0,10.0,1.0,1.0,26.76
Labrador Retriever,Large,Male,9.0,Unknown,Very Active,3.0,10.0,0.0,1.0,35.69
Dachshund,Small,Male,11.0,Spayed,Low,3.0,13.0,2.0,1.0,6.55
Beagle,Small,Female,11.0,Spayed,Very Active,3.0,14.0,1.0,3.0,15.69
Chihuahua,Small,Male,9.0,Neutered,Very Active,0.0,10.0,2.0,1.0,3.57
Chihuahua,Small,Male,11.0,Neutered,Moderate,1.0,9.0,3.0,1.0,3.59
Rottweiler,Large,Female,11.0,Neutered,Active,1.0,12.0,2.0,1.0,51.84
Australian Shepherd,Unknown,Male,2.0,Unknown,Active,5.0,10.0,1.0,2.0,28.58
Golden Retriever,Large,Female,4.0,Neutered,Moderate,5.0,12.0,3.0,4.0,31.44
Doberman,Large,Female,11.0,Spayed,Moderate,2.0,12.0,1.0,3.0,32.88
Chihuahua,Small,Unknown,1.0,Neutered,Unknown,2.0,10.0,2.0,3.0,3.68
Golden Retriever,Large,Male,6.0,Unknown,Active,3.0,11.0,2.0,2.0,28.58
Labrador Retriever,Large,Male,11.0,Neutered,Active,2.0,13.0,2.0,2.0,29.07
Chihuahua,Small,Female,6.0,Spayed,Low,2.0,12.0,2.0,1.0,2.21
Australian Shepherd,Medium,Male,13.0,Spayed,Unknown,5.0,11.0,2.0,1.0,18.14
Beagle,Small,Male,4.0,Neutered,Low,2.0,12.0,1.0,3.0,14.97
Siberian Husky,Medium,Female,2.0,Spayed,Low,3.0,12.0,3.0,0.0,17.24
Dachshund,Small,Male,9.0,Neutered,Active,2.0,10.0,0.0,2.0,6.03
Australian Shepherd,Medium,Female,4.0,Neutered,Very Active,4.0,10.0,2.0,1.0,26.76
Siberian Husky,Medium,Male,2.0,Neutered,Active,0.0,11.0,2.0,1.0,18.86
Yorkshire Terrier,Small,Female,4.0,Unknown,Very Active,2.0,14.0,1.0,1.0,4.18
Dachshund,Small,Male,11.0,Neutered,Low,5.0,12.0,2.0,2.0,8.19
Golden Retriever,Large,Female,11.0,Neutered,Low,4.0,14.0,1.0,2.0,26.31
Rottweiler,Large,Male,7.0,Neutered,Very Active,2.0,11.0,1.0,4.0,36.74
Yorkshire Terrier,Small,Female,8.0,Spayed,Low,5.0,11.0,2.0,1.0,2.73
Beagle,Small,Male,7.0,Spayed,Very Active,3.0,14.0,2.0,0.0,13.35
Australian Shepherd,Medium,Male,9.0,Unknown,Low,0.0,9.0,1.0,1.0,20.41
Golden Retriever,Large,Female,10.0,Spayed,Unknown,1.0,11.0,2.0,2.0,28.58
Doberman,Large,Male,6.0,Neutered,Very Active,4.0,13.0,0.0,0.0,42.22
Chihuahua,Small,Female,6.0,Unknown,Moderate,2.0,12.0,1.0,0.0,3.31
Poodle,Small,Male,12.0,Unknown,Active,3.0,11.0,1.0,1.0,19.05
Dachshund,Small,Male,7.0,Spayed,Moderate,2.0,11.0,1.0,0.0,5.34
Doberman,Large,Male,13.0,Neutered,Low,3.0,11.0,2.0,4.0,33.16
Yorkshire Terrier,Small,Male,1.0,Unknown,Moderate,4.0,12.0,1.0,1.0,4.57
Great Dane,Large,Unknown,1.0,Neutered,Moderate,3.0,12.0,1.0,1.0,68.62
Siberian Husky,Medium,Male,4.0,Unknown,Low,2.0,11.0,1.0,1.0,26.54
Dachshund,Small,Female,7.0,Spayed,Active,2.0,11.0,1.0,0.0,4.33
Golden Retriever,Large,Male,2.0,Unknown,Unknown,3.0,12.0,1.0,3.0,27.59
Australian Shepherd,Medium,Female,8.0,Unknown,Very Active,3.0,13.0,2.0,0.0,20.41
Rottweiler,Unknown,Male,6.0,Unknown,Very Active,3.0,10.0,1.0,2.0,48.03
Australian Shepherd,Medium,Female,1.0,Spayed,Very Active,3.0,12.0,0.0,1.0,31.3
Beagle,Small,Female,11.0,Spayed,Moderate,3.0,10.0,0.0,3.0,11.79
Siberian Husky,Medium,Female,9.0,Spayed,Unknown,2.0,14.0,1.0,2.0,16.61
Dachshund,Small,Male,3.0,Spayed,Unknown,2.0,14.0,3.0,1.0,8.4
Siberian Husky,Unknown,Female,4.0,Unknown,Unknown,5.0,12.0,2.0,1.0,20.41
Dachshund,Small,Male,4.0,Spayed,Moderate,2.0,11.0,2.0,1.0,4.37
Beagle,Small,Female,7.0,Neutered,Very Active,3.0,13.0,2.0,0.0,14.75
Boxer,Medium,Female,4.0,Spayed,Active,3.0,10.0,1.0,3.0,32.81
Poodle,Small,Male,2.0,Spayed,Very Active,2.0,14.0,2.0,0.0,10.43
Rottweiler,Large,Male,5.0,Neutered,Moderate,0.0,11.0,1.0,2.0,43.79
Siberian Husky,Medium,Male,2.0,Spayed,Low,2.0,10.0,0.0,1.0,22.68
Labrador Retriever,Large,Male,10.0,Neutered,Unknown,2.0,12.0,2.0,1.0,34.39
Siberian Husky,Medium,Female,7.0,Unknown,Unknown,4.0,14.0,3.0,1.0,24.08
Golden Retriever,Large,Male,7.0,Spayed,Very Active,2.0,12.0,2.0,0.0,29.21
Golden Retriever,Large,Female,3.0,Neutered,Low,2.0,8.0,3.0,2.0,30.84
Golden Retriever,Large,Female,7.0,Neutered,Unknown,3.0,11.0,4.0,3.0,30.39
Beagle,Small,Female,12.0,Unknown,Moderate,3.0,10.0,0.0,3.0,12.48
Australian Shepherd,Medium,Female,4.0,Neutered,Moderate,1.0,8.0,0.0,2.0,28.12
Unknown,Small,Female,10.0,Neutered,Active,0.0,14.0,1.0,2.0,18.14
Boxer,Medium,Male,8.0,Neutered,Low,5.0,8.0,1.0,2.0,29.48
Doberman,Large,Male,2.0,Neutered,Moderate,0.0,12.0,2.0,2.0,33.11
Boxer,Medium,Female,12.0,Spayed,Active,3.0,11.0,0.0,4.0,31.75
Beagle,Small,Female,7.0,Neutered,Active,3.0,10.0,2.0,4.0,12.8
Boxer,Unknown,Female,6.0,Spayed,Moderate,1.0,13.0,1.0,1.0,35.03
Boxer,Medium,Female,11.0,Spayed,Unknown,1.0,8.0,2.0,2.0,32.63
Boxer,Medium,Female,4.0,Spayed,Unknown,2.0,13.0,3.0,3.0,26.76
Unknown,Small,Male,3.0,Neutered,Active,0.0,13.0,2.0,2.0,18.14
Dachshund,Small,Female,3.0,Neutered,Moderate,3.0,8.0,2.0,2.0,8.72
Dachshund,Small,Male,5.0,Unknown,Moderate,2.0,12.0,1.0,2.0,8.34
Great Dane,Large,Female,5.0,Spayed,Very Active,2.0,12.0,0.0,1.0,76.98
Australian Shepherd,Medium,Male,6.0,Spayed,Moderate,0.0,9.0,1.0,1.0,28.58
Australian Shepherd,Medium,Male,5.0,Spayed,Very Active,3.0,8.0,1.0,0.0,31.3
German Shepherd,Large,Male,9.0,Neutered,Moderate,2.0,11.0,1.0,1.0,22.68
Great Dane,Large,Male,8.0,Neutered,Unknown,4.0,13.0,2.0,1.0,67.87
Great Dane,Large,Male,6.0,Neutered,Moderate,1.0,9.0,2.0,2.0,72.15
Labrador Retriever,Large,Female,11.0,Unknown,Active,3.0,12.0,3.0,1.0,28.68
Great Dane,Large,Male,6.0,Unknown,Moderate,2.0,8.0,2.0,1.0,56.13
Boxer,Medium,Male,3.0,Unknown,Low,4.0,9.0,2.0,3.0,25.38
Beagle,Unknown,Female,7.0,Unknown,Very Active,5.0,9.0,1.0,1.0,15.0
Chihuahua,Small,Female,4.0,Neutered,Low,2.0,13.0,1.0,2.0,1.31
German Shepherd,Large,Male,7.0,Spayed,Unknown,1.0,10.0,0.0,2.0,23.83
Poodle,Small,Female,6.0,Neutered,Unknown,4.0,10.0,1.0,4.0,21.32
Beagle,Small,Male,8.0,Neutered,Very Active,3.0,14.0,0.0,4.0,10.76
Yorkshire Terrier,Small,Male,10.0,Spayed,Active,3.0,12.0,1.0,2.0,3.04
Yorkshire Terrier,Small,Female,13.0,Neutered,Very Active,3.0,13.0,3.0,3.0,4.22
Great Dane,Large,Male,9.0,Spayed,Moderate,2.0,14.0,1.0,1.0,56.69
Dachshund,Small,Male,8.0,Neutered,Unknown,2.0,11.0,1.0,1.0,6.91
Siberian Husky,Medium,Female,11.0,Unknown,Very Active,1.0,11.0,2.0,2.0,21.32
Siberian Husky,Medium,Male,5.0,Neutered,Unknown,2.0,10.0,2.0,3.0,18.89
Bulldog,Medium,Male,5.0,Neutered,Low,3.0,10.0,1.0,1.0,19.05
Yorkshire Terrier,Small,Female,6.0,Unknown,Very Active,3.0,10.0,3.0,1.0,3.0
Golden Retriever,Large,Female,11.0,Unknown,Very Active,1.0,11.0,3.0,2.0,32.15
Chihuahua,Small,Female,4.0,Neutered,Unknown,1.0,10.0,2.0,0.0,2.93
Yorkshire Terrier,Small,Male,7.0,Unknown,Active,3.0,11.0,1.0,0.0,4.79
German Shepherd,Unknown,Male,4.0,Unknown,Active,3.0,10.0,0.0,1.0,25.4
Golden Retriever,Large,Female,10.0,Spayed,Very Active,1.0,10.0,3.0,1.0,26.76
Great Dane,Large,Female,2.0,Unknown,Unknown,0.0,11.0,1.0,3.0,51.67
Yorkshire Terrier,Small,Female,8.0,Spayed,Active,1.0,8.0,1.0,1.0,3.53
Unknown,Small,Male,3.0,Unknown,Unknown,1.0,12.0,3.0,2.0,15.88
Australian Shepherd,Medium,Female,6.0,Unknown,Active,4.0,9.0,3.0,0.0,26.76
Doberman,Large,Female,6.0,Spayed,Active,0.0,12.0,1.0,3.0,27.67
Yorkshire Terrier,Small,Female,8.0,Neutered,Active,3.0,10.0,1.0,2.0,4.7
Golden Retriever,Large,Female,2.0,Spayed,Active,2.0,8.0,3.0,0.0,33.57
Chihuahua,Small,Male,2.0,Unknown,Active,1.0,13.0,2.0,1.0,3.84
German Shepherd,Large,Female,6.0,Neutered,Active,2.0,10.0,2.0,2.0,28.12
Great Dane,Large,Male,8.0,Unknown,Low,3.0,10.0,1.0,2.0,69.92
Poodle,Small,Female,11.0,Spayed,Active,5.0,11.0,2.0,1.0,16.33
Dachshund,Small,Male,1.0,Spayed,Active,3.0,11.0,2.0,2.0,6.23
Chihuahua,Small,Male,9.0,Unknown,Very Active,2.0,14.0,0.0,2.0,2.24
Bulldog,Medium,Male,6.0,Spayed,Low,3.0,10.0,0.0,3.0,24.2
Boxer,Medium,Female,3.0,Neutered,Low,5.0,10.0,1.0,0.0,25.4
Siberian Husky,Medium,Male,12.0,Neutered,Unknown,2.0,10.0,2.0,1.0,20.4
German Shepherd,Large,Female,3.0,Neutered,Low,1.0,10.0,3.0,2.0,24.04
Siberian Husky,Medium,Female,4.0,Unknown,Active,3.0,10.0,2.0,1.0,19.96
Chihuahua,Small,Female,2.0,Spayed,Active,2.0,11.0,2.0,0.0,2.83
German Shepherd,Large,Female,1.0,Unknown,Unknown,3.0,12.0,0.0,2.0,24.07
Bulldog,Medium,Male,6.0,Neutered,Low,1.0,13.0,2.0,0.0,24.56
Bulldog,Medium,Male,3.0,Unknown,Low,3.0,9.0,2.0,4.0,18.6
Great Dane,Large,Male,7.0,Neutered,Active,2.0,10.0,1.0,4.0,53.21
Great Dane,Large,Female,11.0,Neutered,Very Active,1.0,11.0,2.0,2.0,78.06
Dachshund,Small,Male,12.0,Spayed,Very Active,2.0,11.0,2.0,3.0,7.29
Beagle,Small,Female,6.0,Unknown,Moderate,1.0,12.0,3.0,2.0,13.05
Siberian Husky,Medium,Female,7.0,Unknown,Active,4.0,10.0,1.0,1.0,19.96
Labrador Retriever,Large,Female,2.0,Neutered,Moderate,1.0,11.0,2.0,1.0,35.05
Great Dane,Large,Male,4.0,Unknown,Active,1.0,12.0,2.0,1.0,60.28
Doberman,Large,Female,8.0,Unknown,Unknown,2.0,10.0,0.0,1.0,27.37
Poodle,Small,Male,9.0,Neutered,Unknown,1.0,13.0,3.0,1.0,25.85
Australian Shepherd,Medium,Female,5.0,Spayed,Unknown,3.0,11.0,3.0,2.0,19.78
Siberian Husky,Medium,Female,13.0,Unknown,Active,5.0,10.0,2.0,2.0,26.76
Beagle,Small,Female,7.0,Spayed,Very Active,1.0,12.0,2.0,0.0,11.34
Yorkshire Terrier,Small,Male,8.0,Neutered,Very Active,2.0,10.0,3.0,0.0,4.06
Chihuahua,Small,Male,1.0,Spayed,Very Active,2.0,9.0,0.0,1.0,3.62
Yorkshire Terrier,Small,Female,8.0,Spayed,Low,2.0,11.0,1.0,1.0,2.35
Bulldog,Medium,Male,13.0,Spayed,Low,3.0,11.0,2.0,3.0,23.13
Beagle,Small,Male,9.0,Unknown,Active,2.0,11.0,0.0,1.0,12.7
Golden Retriever,Large,Female,13.0,Spayed,Low,3.0,9.0,2.0,1.0,28.45
Dachshund,Small,Male,4.0,Unknown,Very Active,1.0,10.0,0.0,0.0,7.09
Doberman,Unknown,Male,5.0,Neutered,Unknown,3.0,12.0,3.0,0.0,37.16
Dachshund,Small,Male,1.0,Spayed,Active,3.0,10.0,2.0,2.0,4.31
Siberian Husky,Medium,Male,12.0,Spayed,Low,3.0,13.0,2.0,3.0,26.63
Poodle,Small,Female,13.0,Spayed,Very Active,4.0,14.0,1.0,2.0,19.96
Beagle,Small,Male,13.0,Spayed,Unknown,3.0,12.0,2.0,4.0,13.15
Siberian Husky,Medium,Male,5.0,Spayed,Active,4.0,13.0,3.0,1.0,18.24
