Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Other Pets in Household,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F)
Labrador Retriever,Large,Female,1.0,64.6,Spayed,Low,3.0,Yes,No,13.0,1.0,Active,1.0,78.0
Labrador Retriever,Large,Female,8.0,67.1,Neutered,Moderate,3.0,Yes,No,11.0,1.0,Low,1.0,35.0
Dachshund,Large,Male,6.0,10.0,Spayed,Very Active,2.0,No,No,10.0,0.0,Low,4.0,50.0
Rottweiler,Large,Female,3.0,83.8,Spayed,Low,4.0,No,No,12.0,1.0,Low,3.0,60.0
Rottweiler,Large,Male,5.0,80.6,Spayed,Very Active,4.0,Yes,No,11.0,2.0,Low,1.0,56.0
German Shepherd,Large,Female,10.0,53.0,Spayed,Active,5.0,Yes,No,12.0,2.0,Active,0.0,74.0
Great Dane,Large,Female,1.0,122.0,Spayed,Very Active,2.0,No,No,12.0,0.0,Moderate,1.0,61.0
Great Dane,Large,Male,3.0,147.5,Neutered,Low,1.0,No,No,11.0,1.0,Very Active,1.0,51.0
Golden Retriever,Large,Male,7.0,55.4,Spayed,Active,2.0,No,No,9.0,3.0,Moderate,2.0,97.0
German Shepherd,Large,Male,11.0,54.6,Spayed,Low,3.0,No,No,10.0,1.0,Low,1.0,45.0
Doberman,Large,Male,1.0,87.2,Neutered,Very Active,3.0,Yes,No,14.0,2.0,Very Active,0.0,69.0
Doberman,Large,Female,10.0,68.5,Spayed,Active,3.0,No,No,10.0,2.0,Moderate,4.0,79.0
Great Dane,Large,Male,7.0,135.4,Neutered,Active,3.0,No,No,13.0,2.0,Very Active,3.0,55.0
Doberman,Large,Male,8.0,71.5,Neutered,Very Active,3.0,Yes,No,11.0,3.0,Active,2.0,52.0
German Shepherd,Large,Female,1.0,67.0,Spayed,Low,2.0,No,No,11.0,2.0,Very Active,4.0,86.0
German Shepherd,Large,Female,8.0,52.9,Spayed,Active,5.0,No,No,10.0,0.0,Very Active,3.0,93.0
Rottweiler,Large,Female,6.0,125.1,Spayed,Very Active,5.0,No,No,9.0,2.0,Very Active,3.0,75.0
Labrador Retriever,Large,Male,2.0,71.0,Neutered,Active,3.0,No,No,10.0,2.0,Very Active,2.0,56.0
Dachshund,Large,Male,5.0,15.0,Spayed,Active,3.0,No,No,11.0,3.0,Very Active,2.0,47.0
Golden Retriever,Large,Female,5.0,71.0,Spayed,Moderate,4.0,No,No,11.0,2.0,Very Active,1.0,79.0
Great Dane,Large,Female,3.0,152.7,Neutered,Active,1.0,Yes,No,11.0,1.0,Low,0.0,78.0
Rottweiler,Large,Male,5.0,91.2,Neutered,Low,4.0,Yes,No,11.0,2.0,Very Active,0.0,71.0
Golden Retriever,Large,Male,5.0,59.7,Spayed,Active,3.0,Yes,No,9.0,1.0,Very Active,2.0,50.0
Labrador Retriever,Large,Male,7.0,62.6,Spayed,Very Active,3.0,Yes,No,11.0,2.0,Very Active,2.0,43.0
Labrador Retriever,Large,Male,1.0,59.0,Neutered,Very Active,4.0,No,No,11.0,1.0,Very Active,1.0,44.0
Poodle,Large,Female,12.0,43.0,Spayed,Very Active,4.0,No,No,12.0,2.0,Low,0.0,59.0
German Shepherd,Large,Female,2.0,58.0,Spayed,Active,3.0,No,No,13.0,1.0,Low,1.0,50.0
Rottweiler,Large,Male,6.0,121.2,Spayed,Moderate,1.0,Yes,No,11.0,1.0,Moderate,1.0,67.0
Golden Retriever,Large,Female,5.0,57.0,Spayed,Active,3.0,Yes,No,11.0,2.0,Active,1.0,43.0
Great Dane,Large,Female,7.0,131.6,Neutered,Active,4.0,Yes,No,12.0,0.0,Active,4.0,93.0
Labrador Retriever,Large,Male,11.0,62.6,Spayed,Low,5.0,No,No,9.0,2.0,Very Active,3.0,40.0
Doberman,Large,Male,9.0,76.0,Spayed,Active,2.0,Yes,No,12.0,2.0,Low,2.0,61.0
Rottweiler,Large,Female,12.0,115.2,Spayed,Active,1.0,Yes,No,11.0,4.0,Low,3.0,83.0
Doberman,Large,Female,11.0,63.1,Spayed,Low,2.0,Yes,No,11.0,1.0,Moderate,2.0,73.0
Doberman,Large,Male,6.0,72.0,Spayed,Very Active,1.0,No,No,11.0,1.0,Active,2.0,81.0
German Shepherd,Large,Male,2.0,78.0,Spayed,Active,1.0,No,No,11.0,3.0,Moderate,0.0,63.0
Labrador Retriever,Large,Male,7.0,55.3,Neutered,Low,3.0,No,No,11.0,0.0,Active,0.0,64.0
Labrador Retriever,Large,Female,4.0,79.5,Neutered,Low,3.0,Yes,No,11.0,1.0,Active,0.0,59.0
German Shepherd,Large,Male,4.0,53.0,Spayed,Active,6.0,No,No,12.0,2.0,Very Active,2.0,64.0
Doberman,Large,Female,3.0,71.0,Spayed,Very Active,3.0,No,No,10.0,4.0,Low,1.0,64.0
Australian Shepherd,Large,Male,8.0,59.0,Spayed,Very Active,3.0,No,No,9.0,3.0,Low,1.0,55.0
Australian Shepherd,Large,Female,4.0,42.5,Spayed,Moderate,2.0,Yes,No,10.0,1.0,Moderate,3.0,88.0
Rottweiler,Large,Female,6.0,118.9,Spayed,Active,3.0,No,No,12.0,0.0,Moderate,0.0,59.0
Labrador Retriever,Large,Male,7.0,71.0,Spayed,Moderate,3.0,Yes,No,11.0,2.0,Very Active,0.0,40.0
Doberman,Large,Female,5.0,83.7,Neutered,Active,7.0,Yes,No,11.0,0.0,Very Active,4.0,67.0
Great Dane,Large,Female,6.0,142.5,Spayed,Active,4.0,No,No,12.0,3.0,Moderate,2.0,50.0
German Shepherd,Large,Female,1.0,78.0,Spayed,Very Active,0.0,Yes,No,12.0,0.0,Low,2.0,63.0
Rottweiler,Large,Female,1.0,107.7,Neutered,Moderate,2.0,Yes,No,12.0,2.0,Very Active,1.0,82.0
Rottweiler,Large,Female,1.0,107.4,Spayed,Active,1.0,No,No,9.0,2.0,Moderate,2.0,64.0
Rottweiler,Large,Female,8.0,94.4,Spayed,Moderate,1.0,No,No,11.0,2.0,Moderate,0.0,74.0
Doberman,Large,Female,1.0,65.0,Neutered,Moderate,4.0,Yes,No,10.0,2.0,Very Active,3.0,61.0
Golden Retriever,Large,Female,13.0,58.0,Neutered,Very Active,1.0,Yes,No,12.0,3.0,Low,1.0,59.0
Great Dane,Large,Female,2.0,154.1,Neutered,Active,2.0,No,No,12.0,1.0,Very Active,1.0,66.0
Doberman,Large,Male,13.0,99.5,Spayed,Active,3.0,No,No,12.0,0.0,Very Active,1.0,64.0
Golden Retriever,Large,Female,6.0,59.0,Spayed,Active,2.0,No,No,9.0,2.0,Low,2.0,51.0
Great Dane,Large,Female,6.0,167.1,Neutered,Low,4.0,Yes,No,9.0,2.0,Very Active,1.0,44.0
German Shepherd,Large,Male,2.0,75.6,Neutered,Active,3.0,Yes,No,11.0,1.0,Active,2.0,36.0
Rottweiler,Large,Female,1.0,82.3,Spayed,Active,3.0,No,No,12.0,1.0,Low,1.0,63.0
Rottweiler,Large,Male,4.0,112.8,Neutered,Low,2.0,No,No,10.0,3.0,Very Active,1.0,67.0
Great Dane,Large,Female,9.0,172.9,Spayed,Moderate,4.0,No,No,11.0,0.0,Very Active,2.0,48.0
Labrador Retriever,Large,Female,8.0,60.0,Neutered,Very Active,3.0,No,No,9.0,0.0,Moderate,2.0,75.0
Labrador Retriever,Large,Female,9.0,60.0,Spayed,Low,1.0,No,No,11.0,1.0,Moderate,1.0,83.0
Great Dane,Large,Female,6.0,105.9,Spayed,Active,2.0,Yes,No,11.0,1.0,Active,0.0,55.0
Golden Retriever,Large,Female,7.0,67.5,Spayed,Active,4.0,No,No,11.0,0.0,Low,1.0,93.0
Great Dane,Large,Female,6.0,137.0,Spayed,Active,5.0,No,No,11.0,1.0,Moderate,1.0,61.0
Golden Retriever,Large,Female,2.0,72.7,Spayed,Active,3.0,No,No,12.0,0.0,Very Active,2.0,76.0
German Shepherd,Large,Male,2.0,80.5,Neutered,Active,1.0,Yes,No,11.0,1.0,Active,2.0,51.0
German Shepherd,Large,Female,8.0,84.7,Neutered,Very Active,6.0,Yes,No,11.0,1.0,Low,0.0,66.0
Doberman,Large,Male,1.0,71.0,Spayed,Active,3.0,Yes,No,11.0,0.0,Active,2.0,75.0
German Shepherd,Large,Female,11.0,74.9,Spayed,Active,3.0,No,No,10.0,3.0,Active,0.0,54.0
Golden Retriever,Large,Female,8.0,57.6,Spayed,Very Active,4.0,No,No,12.0,1.0,Very Active,0.0,71.0
Great Dane,Large,Female,8.0,131.2,Spayed,Active,4.0,Yes,No,11.0,3.0,Active,2.0,35.0
Great Dane,Large,Female,7.0,136.0,Spayed,Active,2.0,Yes,No,10.0,2.0,Low,2.0,69.0
Doberman,Large,Female,6.0,92.2,Neutered,Moderate,3.0,No,No,11.0,1.0,Active,0.0,70.0
Rottweiler,Large,Male,3.0,126.4,Neutered,Moderate,4.0,No,No,9.0,0.0,Very Active,3.0,50.0
German Shepherd,Large,Male,6.0,57.0,Neutered,Very Active,0.0,No,No,12.0,2.0,Low,3.0,67.0
Australian Shepherd,Large,Female,8.0,56.3,Spayed,Active,3.0,Yes,No,12.0,2.0,Very Active,1.0,56.0
Rottweiler,Large,Female,7.0,99.7,Neutered,Very Active,2.0,Yes,No,10.0,0.0,Moderate,2.0,47.0
Rottweiler,Large,Female,7.0,99.6,Spayed,Low,4.0,Yes,No,10.0,0.0,Very Active,2.0,61.0
Rottweiler,Large,Male,7.0,129.2,Spayed,Moderate,4.0,No,No,13.0,2.0,Active,1.0,59.0
Doberman,Large,Female,1.0,89.5,Spayed,Very Active,2.0,Yes,No,11.0,1.0,Active,0.0,70.0
Rottweiler,Large,Female,10.0,95.6,Spayed,Active,3.0,No,No,10.0,2.0,Very Active,1.0,84.0
Yorkshire Terrier,Large,Male,2.0,4.7,Spayed,Low,2.0,No,No,12.0,2.0,Low,0.0,54.0
Rottweiler,Large,Female,10.0,103.1,Neutered,Active,4.0,No,No,11.0,3.0,Active,1.0,79.0
German Shepherd,Large,Female,7.0,66.0,Spayed,Active,2.0,No,No,12.0,0.0,Very Active,0.0,100.0
German Shepherd,Large,Female,5.0,72.5,Neutered,Low,2.0,No,No,11.0,3.0,Moderate,0.0,52.0
German Shepherd,Large,Male,3.0,56.0,Neutered,Active,2.0,Yes,No,9.0,4.0,Moderate,0.0,77.0
Rottweiler,Large,Female,8.0,120.8,Spayed,Very Active,1.0,Yes,No,11.0,0.0,Low,3.0,70.0
Doberman,Large,Male,5.0,61.0,Spayed,Moderate,4.0,Yes,No,10.0,1.0,Very Active,2.0,62.0
Golden Retriever,Large,Male,2.0,57.6,Spayed,Active,3.0,Yes,No,11.0,3.0,Very Active,0.0,71.0
Australian Shepherd,Large,Male,6.0,43.0,Spayed,Very Active,5.0,No,No,11.0,0.0,Moderate,0.0,63.0
Rottweiler,Large,Male,4.0,91.9,Spayed,Active,3.0,No,No,10.0,0.0,Active,0.0,85.0
Golden Retriever,Large,Male,13.0,60.0,Neutered,Active,2.0,No,No,13.0,2.0,Very Active,1.0,57.0
Great Dane,Large,Female,6.0,158.0,Spayed,Active,0.0,No,No,13.0,2.0,Low,3.0,70.0
Doberman,Large,Male,6.0,74.4,Spayed,Active,3.0,No,No,10.0,2.0,Active,1.0,47.0
German Shepherd,Large,Female,13.0,55.0,Spayed,Very Active,3.0,No,No,11.0,0.0,Very Active,1.0,51.0
Doberman,Large,Female,11.0,99.4,Neutered,Low,3.0,Yes,No,14.0,3.0,Moderate,1.0,62.0
Rottweiler,Large,Male,2.0,82.0,Neutered,Very Active,3.0,No,No,10.0,2.0,Active,0.0,69.0
Golden Retriever,Large,Female,2.0,72.0,Spayed,Very Active,4.0,No,No,10.0,1.0,Active,2.0,65.0
German Shepherd,Large,Male,8.0,56.0,Spayed,Moderate,3.0,No,No,10.0,3.0,Moderate,4.0,74.0
Golden Retriever,Large,Male,5.0,64.6,Spayed,Low,1.0,Yes,No,12.0,0.0,Very Active,1.0,64.0
Great Dane,Large,Female,8.0,167.5,Spayed,Active,1.0,Yes,No,12.0,2.0,Low,0.0,53.0
Labrador Retriever,Large,Male,2.0,67.5,Spayed,Moderate,0.0,No,No,9.0,2.0,Active,1.0,53.0
Golden Retriever,Large,Female,6.0,63.6,Spayed,Low,5.0,Yes,No,11.0,2.0,Moderate,2.0,64.0
Great Dane,Large,Male,9.0,146.2,Spayed,Very Active,3.0,No,No,11.0,2.0,Very Active,2.0,76.0
German Shepherd,Large,Male,8.0,57.0,Spayed,Very Active,4.0,No,No,11.0,2.0,Moderate,1.0,57.0
Great Dane,Large,Male,6.0,116.7,Neutered,Active,3.0,No,No,12.0,2.0,Low,1.0,92.0
Rottweiler,Large,Female,10.0,119.5,Neutered,Moderate,2.0,No,No,8.0,2.0,Very Active,2.0,79.0
Labrador Retriever,Large,Female,13.0,62.0,Neutered,Low,1.0,No,No,11.0,2.0,Moderate,1.0,86.0
Siberian Husky,Large,Male,3.0,40.0,Neutered,Moderate,0.0,No,No,11.0,1.0,Active,1.0,78.0
Golden Retriever,Large,Male,5.0,67.6,Spayed,Active,0.0,Yes,No,13.0,1.0,Very Active,3.0,44.0
Golden Retriever,Large,Male,5.0,71.9,Neutered,Active,3.0,Yes,No,12.0,2.0,Active,1.0,79.0
Golden Retriever,Large,Male,1.0,74.0,Neutered,Active,5.0,No,No,10.0,2.0,Moderate,4.0,83.0
Doberman,Large,Male,2.0,92.0,Spayed,Active,4.0,No,No,12.0,2.0,Active,4.0,65.0
German Shepherd,Large,Male,10.0,51.0,Spayed,Active,0.0,Yes,No,11.0,1.0,Very Active,2.0,50.0
German Shepherd,Large,Male,6.0,64.0,Neutered,Very Active,1.0,No,No,11.0,0.0,Very Active,2.0,60.0
German Shepherd,Large,Female,11.0,75.1,Neutered,Low,4.0,Yes,No,14.0,1.0,Active,3.0,59.0
German Shepherd,Large,Male,8.0,77.5,Spayed,Low,2.0,No,No,10.0,2.0,Moderate,3.0,56.0
Doberman,Large,Male,13.0,93.7,Spayed,Active,1.0,No,No,10.0,1.0,Active,2.0,79.0
Rottweiler,Large,Female,8.0,93.3,Spayed,Active,5.0,No,No,12.0,1.0,Very Active,0.0,54.0
Labrador Retriever,Large,Male,6.0,74.6,Neutered,Very Active,1.0,No,No,13.0,2.0,Very Active,2.0,58.0
Great Dane,Large,Female,4.0,120.0,Neutered,Very Active,3.0,Yes,No,11.0,1.0,Very Active,0.0,65.0
Boxer,Large,Male,6.0,75.4,Spayed,Very Active,3.0,Yes,No,12.0,1.0,Active,1.0,30.0
Labrador Retriever,Large,Male,8.0,72.6,Spayed,Low,0.0,Yes,No,11.0,0.0,Moderate,1.0,55.0
Doberman,Large,Female,3.0,83.4,Spayed,Active,3.0,Yes,No,11.0,1.0,Very Active,0.0,72.0
Labrador Retriever,Large,Female,13.0,61.9,Spayed,Very Active,5.0,Yes,No,11.0,2.0,Moderate,3.0,64.0
Doberman,Large,Male,4.0,77.9,Spayed,Active,3.0,No,No,13.0,2.0,Very Active,1.0,95.0
German Shepherd,Large,Male,7.0,83.0,Spayed,Very Active,5.0,Yes,No,11.0,3.0,Moderate,1.0,30.0
Doberman,Large,Male,2.0,79.0,Spayed,Active,1.0,No,No,9.0,3.0,Active,1.0,65.0
Great Dane,Large,Male,9.0,174.0,Spayed,Low,0.0,No,No,11.0,2.0,Very Active,4.0,79.0
German Shepherd,Large,Male,13.0,78.6,Neutered,Active,3.0,Yes,No,11.0,1.0,Active,1.0,60.0
German Shepherd,Large,Female,11.0,61.6,Neutered,Very Active,1.0,Yes,No,11.0,1.0,Moderate,1.0,65.0
Labrador Retriever,Large,Male,8.0,59.0,Spayed,Very Active,3.0,No,No,12.0,0.0,Moderate,2.0,67.0
German Shepherd,Large,Male,2.0,58.0,Neutered,Very Active,1.0,No,No,11.0,4.0,Very Active,3.0,64.0
Great Dane,Large,Female,11.0,144.8,Neutered,Active,3.0,Yes,No,10.0,2.0,Active,1.0,40.0
Great Dane,Large,Female,7.0,158.1,Spayed,Low,3.0,No,No,11.0,3.0,Active,2.0,75.0
German Shepherd,Large,Male,13.0,54.9,Neutered,Moderate,6.0,Yes,No,10.0,1.0,Very Active,2.0,64.0
Doberman,Large,Male,11.0,70.8,Spayed,Very Active,1.0,No,No,11.0,1.0,Low,1.0,100.0
Rottweiler,Large,Male,3.0,127.2,Spayed,Active,2.0,No,No,13.0,2.0,Very Active,4.0,46.0
Doberman,Large,Female,4.0,62.3,Spayed,Active,4.0,No,No,12.0,0.0,Active,2.0,56.0
Labrador Retriever,Large,Male,12.0,61.3,Spayed,Active,3.0,Yes,No,11.0,2.0,Very Active,1.0,55.0
Great Dane,Large,Female,8.0,169.5,Spayed,Very Active,4.0,Yes,No,9.0,1.0,Active,1.0,73.0
Doberman,Large,Male,11.0,63.3,Spayed,Very Active,4.0,No,No,9.0,1.0,Very Active,2.0,52.0
Labrador Retriever,Large,Female,3.0,67.9,Spayed,Moderate,2.0,No,No,11.0,1.0,Active,2.0,56.0
German Shepherd,Large,Male,2.0,65.0,Neutered,Active,3.0,No,No,13.0,2.0,Moderate,0.0,76.0
Rottweiler,Large,Female,3.0,87.6,Spayed,Very Active,3.0,Yes,No,12.0,1.0,Very Active,3.0,68.0
Rottweiler,Large,Female,13.0,101.1,Spayed,Low,3.0,No,No,13.0,1.0,Low,1.0,96.0
Labrador Retriever,Large,Male,6.0,58.0,Neutered,Moderate,1.0,No,No,11.0,1.0,Moderate,2.0,47.0
German Shepherd,Large,Female,11.0,52.0,Spayed,Very Active,1.0,Yes,No,13.0,2.0,Moderate,3.0,57.0
German Shepherd,Large,Female,1.0,77.0,Neutered,Active,2.0,Yes,No,11.0,0.0,Very Active,1.0,50.0
Siberian Husky,Large,Female,6.0,55.0,Spayed,Low,4.0,Yes,No,10.0,3.0,Active,1.0,59.0
Labrador Retriever,Large,Male,12.0,70.2,Spayed,Low,1.0,No,No,10.0,0.0,Low,4.0,57.0
Rottweiler,Large,Female,3.0,114.6,Spayed,Active,1.0,No,No,9.0,1.0,Active,0.0,54.0
Rottweiler,Large,Male,13.0,97.4,Spayed,Very Active,4.0,No,No,12.0,2.0,Very Active,1.0,75.0
Golden Retriever,Large,Female,6.0,69.3,Spayed,Very Active,4.0,No,No,12.0,2.0,Very Active,1.0,66.0
Great Dane,Large,Male,12.0,111.8,Spayed,Very Active,1.0,No,No,11.0,2.0,Moderate,0.0,100.0
Golden Retriever,Large,Male,12.0,56.5,Neutered,Very Active,1.0,Yes,No,10.0,2.0,Active,1.0,59.0
Labrador Retriever,Large,Female,4.0,77.0,Neutered,Active,0.0,No,No,11.0,1.0,Active,3.0,50.0
Rottweiler,Large,Female,10.0,81.0,Spayed,Very Active,0.0,Yes,No,11.0,1.0,Very Active,2.0,80.0
Labrador Retriever,Large,Female,3.0,55.0,Neutered,Low,2.0,No,No,12.0,2.0,Moderate,1.0,96.0
Labrador Retriever,Large,Female,8.0,70.7,Neutered,Active,2.0,No,No,13.0,1.0,Moderate,0.0,76.0
Chihuahua,Large,Female,2.0,3.5,Spayed,Very Active,5.0,Yes,No,10.0,3.0,Active,3.0,68.0
Rottweiler,Large,Male,7.0,128.9,Spayed,Moderate,2.0,Yes,No,12.0,2.0,Very Active,1.0,36.0
Doberman,Large,Male,11.0,66.6,Spayed,Very Active,3.0,No,No,11.0,2.0,Very Active,2.0,83.0
Rottweiler,Large,Male,6.0,86.2,Neutered,Very Active,4.0,No,No,14.0,3.0,Very Active,1.0,51.0
Great Dane,Large,Male,1.0,167.0,Spayed,Low,0.0,Yes,No,12.0,3.0,Very Active,2.0,85.0
Labrador Retriever,Large,Female,9.0,59.6,Spayed,Active,1.0,No,No,8.0,1.0,Very Active,4.0,64.0
Labrador Retriever,Large,Male,10.0,56.0,Neutered,Active,2.0,Yes,No,11.0,0.0,Very Active,2.0,47.0
Doberman,Large,Female,6.0,79.7,Spayed,Low,4.0,Yes,No,12.0,2.0,Low,0.0,74.0
German Shepherd,Large,Female,8.0,65.7,Spayed,Low,5.0,Yes,No,10.0,0.0,Active,2.0,64.0
Doberman,Large,Male,5.0,65.9,Neutered,Moderate,4.0,No,No,11.0,1.0,Very Active,1.0,71.0
Labrador Retriever,Large,Female,4.0,59.0,Spayed,Very Active,3.0,No,No,11.0,0.0,Low,2.0,93.0
Rottweiler,Large,Male,4.0,101.0,Spayed,Very Active,1.0,Yes,No,11.0,1.0,Very Active,3.0,62.0
Golden Retriever,Large,Female,11.0,59.9,Spayed,Active,0.0,Yes,No,8.0,2.0,Very Active,1.0,65.0
Rottweiler,Large,Male,4.0,96.2,Spayed,Moderate,3.0,Yes,No,11.0,1.0,Low,1.0,59.0
Great Dane,Large,Female,9.0,173.8,Spayed,Low,3.0,Yes,No,10.0,1.0,Very Active,4.0,78.0
Golden Retriever,Large,Female,4.0,64.6,Spayed,Very Active,0.0,No,No,9.0,3.0,Moderate,2.0,57.0
Great Dane,Large,Female,12.0,127.0,Spayed,Active,8.0,No,No,9.0,1.0,Active,0.0,70.0
Labrador Retriever,Large,Female,13.0,69.6,Spayed,Active,2.0,Yes,No,11.0,1.0,Active,2.0,81.0
Rottweiler,Large,Female,8.0,114.1,Spayed,Active,3.0,No,No,10.0,2.0,Active,4.0,76.0
German Shepherd,Large,Male,13.0,51.3,Spayed,Active,3.0,No,No,12.0,1.0,Moderate,1.0,71.0
Golden Retriever,Large,Male,5.0,62.5,Spayed,Low,3.0,Yes,No,8.0,2.0,Very Active,1.0,71.0
Doberman,Large,Male,3.0,93.3,Spayed,Active,1.0,No,No,10.0,1.0,Active,1.0,70.0
Labrador Retriever,Large,Female,9.0,64.6,Neutered,Active,1.0,Yes,No,9.0,2.0,Very Active,1.0,54.0
Labrador Retriever,Large,Male,6.0,60.0,Neutered,Active,1.0,No,No,13.0,3.0,Low,2.0,32.0
Labrador Retriever,Large,Female,1.0,70.9,Neutered,Active,2.0,Yes,No,11.0,2.0,Active,1.0,94.0
Doberman,Large,Female,4.0,66.0,Neutered,Low,4.0,No,No,12.0,4.0,Very Active,2.0,86.0
Rottweiler,Large,Male,1.0,129.7,Spayed,Moderate,2.0,Yes,No,12.0,2.0,Low,2.0,37.0
Rottweiler,Large,Female,2.0,118.7,Neutered,Moderate,0.0,Yes,Yes,14.0,2.0,Very Active,2.0,43.0
Great Dane,Large,Male,3.0,160.1,Neutered,Moderate,3.0,No,No,13.0,2.0,Moderate,1.0,83.0
Rottweiler,Large,Female,8.0,122.4,Neutered,Very Active,3.0,No,No,9.0,2.0,Active,3.0,64.0
Doberman,Large,Female,4.0,92.7,Neutered,Active,1.0,No,No,14.0,0.0,Moderate,0.0,64.0
Doberman,Large,Female,2.0,68.5,Neutered,Low,3.0,No,No,12.0,2.0,Very Active,4.0,60.0
German Shepherd,Large,Female,3.0,50.0,Neutered,Active,6.0,No,No,10.0,2.0,Very Active,1.0,59.0
German Shepherd,Large,Male,3.0,60.0,Spayed,Active,2.0,Yes,No,11.0,1.0,Very Active,2.0,64.0
Doberman,Large,Male,4.0,70.0,Spayed,Very Active,2.0,No,No,10.0,1.0,Active,1.0,58.0
Great Dane,Large,Female,8.0,170.1,Spayed,Very Active,2.0,Yes,Yes,13.0,4.0,Very Active,2.0,70.0
German Shepherd,Large,Female,2.0,75.0,Neutered,Moderate,4.0,Yes,No,9.0,3.0,Low,1.0,67.0
Golden Retriever,Large,Female,4.0,62.1,Spayed,Active,3.0,No,No,12.0,1.0,Active,1.0,71.0
Dachshund,Large,Male,3.0,11.2,Spayed,Very Active,2.0,No,No,10.0,3.0,Very Active,3.0,66.0
German Shepherd,Large,Male,2.0,53.0,Neutered,Moderate,2.0,Yes,No,10.0,0.0,Moderate,3.0,45.0
Great Dane,Large,Male,2.0,153.9,Spayed,Active,5.0,Yes,No,10.0,1.0,Low,3.0,88.0
Australian Shepherd,Large,Female,4.0,43.0,Neutered,Low,2.0,Yes,No,11.0,1.0,Low,0.0,58.0
Labrador Retriever,Large,Male,9.0,73.0,Neutered,Active,2.0,Yes,No,13.0,1.0,Very Active,3.0,47.0
Golden Retriever,Large,Female,7.0,69.0,Neutered,Moderate,2.0,No,No,9.0,1.0,Very Active,3.0,58.0
Doberman,Large,Male,3.0,67.1,Spayed,Moderate,1.0,Yes,No,12.0,2.0,Moderate,3.0,64.0
Rottweiler,Large,Male,3.0,98.8,Neutered,Moderate,4.0,Yes,No,11.0,2.0,Active,1.0,75.0
Great Dane,Large,Male,13.0,169.7,Neutered,Active,1.0,Yes,No,10.0,1.0,Active,1.0,61.0
Great Dane,Large,Female,8.0,102.0,Spayed,Active,2.0,No,No,13.0,2.0,Very Active,2.0,64.0
Labrador Retriever,Large,Female,8.0,59.9,Neutered,Very Active,0.0,No,No,11.0,3.0,Low,3.0,61.0
Golden Retriever,Large,Male,4.0,65.7,Spayed,Active,1.0,Yes,No,11.0,3.0,Moderate,0.0,65.0
German Shepherd,Large,Male,8.0,51.3,Neutered,Active,1.0,No,No,12.0,3.0,Active,2.0,50.0
Great Dane,Large,Male,5.0,175.5,Neutered,Active,1.0,No,No,11.0,3.0,Active,1.0,47.0
Labrador Retriever,Large,Male,6.0,73.0,Spayed,Active,2.0,Yes,No,12.0,3.0,Very Active,2.0,50.0
Great Dane,Large,Female,8.0,112.9,Spayed,Moderate,3.0,No,No,11.0,1.0,Moderate,4.0,52.0
Golden Retriever,Large,Male,3.0,63.0,Spayed,Moderate,3.0,Yes,No,12.0,2.0,Very Active,4.0,62.0
German Shepherd,Large,Female,4.0,59.5,Neutered,Low,2.0,Yes,No,14.0,3.0,Very Active,1.0,66.0
Labrador Retriever,Large,Female,7.0,72.0,Neutered,Very Active,3.0,Yes,No,12.0,2.0,Low,0.0,69.0
Poodle,Large,Male,8.0,50.0,Neutered,Active,3.0,Yes,No,11.0,0.0,Moderate,2.0,90.0
Golden Retriever,Large,Female,3.0,67.4,Neutered,Active,3.0,Yes,No,13.0,2.0,Very Active,1.0,51.0
Great Dane,Large,Female,6.0,113.9,Spayed,Very Active,3.0,Yes,No,11.0,2.0,Low,4.0,64.0
Golden Retriever,Large,Male,8.0,74.0,Spayed,Very Active,3.0,Yes,No,10.0,2.0,Moderate,1.0,32.0
Doberman,Large,Male,6.0,80.0,Neutered,Active,5.0,Yes,No,13.0,3.0,Low,0.0,46.0
Great Dane,Large,Male,7.0,129.4,Spayed,Low,2.0,Yes,No,10.0,1.0,Active,1.0,80.0
Golden Retriever,Large,Female,7.0,57.2,Spayed,Very Active,3.0,No,No,13.0,2.0,Moderate,0.0,93.0
German Shepherd,Large,Male,6.0,50.3,Neutered,Low,3.0,Yes,No,10.0,2.0,Moderate,3.0,61.0
Golden Retriever,Large,Male,7.0,63.8,Spayed,Moderate,3.0,Yes,No,8.0,2.0,Active,2.0,64.0
Golden Retriever,Large,Female,3.0,70.2,Spayed,Active,3.0,Yes,No,13.0,4.0,Moderate,2.0,55.0
Doberman,Large,Female,6.0,63.0,Spayed,Moderate,6.0,No,No,12.0,1.0,Very Active,2.0,71.0
Doberman,Large,Male,8.0,65.4,Spayed,Low,3.0,Yes,No,10.0,1.0,Very Active,0.0,64.0
Golden Retriever,Large,Male,5.0,60.0,Spayed,Very Active,3.0,Yes,No,11.0,0.0,Very Active,2.0,91.0
Great Dane,Large,Male,6.0,154.7,Neutered,Active,1.0,Yes,Yes,10.0,2.0,Very Active,2.0,51.0
German Shepherd,Large,Male,8.0,71.4,Spayed,Very Active,1.0,Yes,No,9.0,0.0,Very Active,4.0,54.0
Golden Retriever,Large,Male,6.0,66.0,Spayed,Active,3.0,No,No,10.0,1.0,Very Active,1.0,53.0
Rottweiler,Large,Female,13.0,119.5,Neutered,Very Active,0.0,Yes,No,10.0,1.0,Very Active,2.0,60.0
