Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Weight (kg)
Golden Retriever,Large,Female,4.0,Unknown,Low,4.0,13.0,2.0,2.0,19.5
Doberman,Large,Female,6.0,Spayed,Moderate,3.0,10.0,1.0,2.0,24.95
Poodle,Small,Female,5.0,Spayed,Moderate,3.0,9.0,0.0,1.0,15.88
Doberman,Large,Unknown,6.0,Spayed,Very Active,2.0,10.0,1.0,0.0,32.21
Australian Shepherd,Medium,Male,10.0,Neutered,Active,3.0,13.0,0.0,4.0,21.32
Labrador Retriever,Large,Female,2.0,Neutered,Low,0.0,10.0,1.0,2.0,22.68
German Shepherd,Large,Male,11.0,Spayed,Active,3.0,10.0,2.0,2.0,29.94
Poodle,Small,Female,10.0,Spayed,Unknown,3.0,11.0,2.0,1.0,20.87
Chihuahua,Small,Female,8.0,Neutered,Active,3.0,13.0,2.0,2.0,9.53
Boxer,Medium,Male,6.0,Unknown,Unknown,2.0,10.0,1.0,1.0,26.31
Dachshund,Small,Male,13.0,Neutered,Active,5.0,11.0,1.0,3.0,21.32
Great Dane,Large,Female,13.0,Unknown,Unknown,2.0,11.0,1.0,3.0,19.05
Australian Shepherd,Medium,Male,12.0,Neutered,Unknown,1.0,11.0,2.0,1.0,22.68
Siberian Husky,Medium,Female,1.0,Neutered,Very Active,5.0,11.0,2.0,1.0,30.84
Bulldog,Medium,Female,2.0,Spayed,Active,2.0,10.0,1.0,0.0,20.87
Dachshund,Small,Male,10.0,Spayed,Moderate,3.0,12.0,2.0,2.0,22.68
Poodle,Small,Unknown,10.0,Spayed,Very Active,2.0,11.0,1.0,1.0,27.22
Poodle,Small,Female,5.0,Spayed,Low,3.0,8.0,1.0,1.0,28.58
Boxer,Medium,Female,8.0,Neutered,Unknown,3.0,10.0,2.0,1.0,18.6
Labrador Retriever,Large,Female,5.0,Unknown,Moderate,5.0,9.0,4.0,2.0,27.67
Bulldog,Medium,Female,11.0,Spayed,Active,4.0,11.0,0.0,2.0,16.33
Boxer,Medium,Female,7.0,Unknown,Active,3.0,10.0,2.0,1.0,24.95
Golden Retriever,Large,Female,13.0,Spayed,Moderate,4.0,11.0,1.0,1.0,29.94
Doberman,Large,Female,13.0,Unknown,Very Active,4.0,11.0,0.0,1.0,24.95
Chihuahua,Small,Male,4.0,Spayed,Very Active,3.0,12.0,1.0,1.0,22.68
Boxer,Medium,Male,2.0,Neutered,Moderate,1.0,11.0,2.0,1.0,24.49
Labrador Retriever,Large,Female,8.0,Neutered,Moderate,1.0,11.0,0.0,2.0,22.68
Great Dane,Large,Female,13.0,Spayed,Active,1.0,9.0,3.0,0.0,21.77
Australian Shepherd,Medium,Female,13.0,Unknown,Unknown,2.0,9.0,3.0,1.0,19.96
Yorkshire Terrier,Small,Male,8.0,Spayed,Unknown,2.0,11.0,0.0,2.0,20.41
Boxer,Medium,Male,3.0,Spayed,Unknown,1.0,8.0,0.0,2.0,18.6
Siberian Husky,Medium,Unknown,9.0,Spayed,Unknown,3.0,13.0,2.0,2.0,34.02
Chihuahua,Small,Male,11.0,Spayed,Very Active,3.0,10.0,3.0,3.0,20.41
Dachshund,Small,Female,11.0,Unknown,Moderate,2.0,11.0,3.0,2.0,24.04
Beagle,Small,Female,3.0,Spayed,Moderate,3.0,11.0,2.0,1.0,16.33
Rottweiler,Large,Male,1.0,Unknown,Very Active,6.0,12.0,3.0,4.0,20.41
Labrador Retriever,Large,Male,11.0,Neutered,Unknown,4.0,12.0,2.0,1.0,24.49
Golden Retriever,Large,Male,6.0,Unknown,Low,2.0,13.0,0.0,1.0,15.88
Golden Retriever,Large,Male,8.0,Neutered,Active,0.0,12.0,3.0,2.0,21.32
Beagle,Small,Female,2.0,Neutered,Unknown,1.0,13.0,1.0,0.0,29.03
Labrador Retriever,Large,Male,2.0,Unknown,Unknown,0.0,13.0,1.0,3.0,23.59
German Shepherd,Large,Male,3.0,Neutered,Active,4.0,10.0,2.0,0.0,27.67
Siberian Husky,Medium,Male,8.0,Spayed,Active,5.0,9.0,1.0,2.0,17.24
Australian Shepherd,Medium,Male,3.0,Unknown,Unknown,5.0,10.0,2.0,0.0,15.42
Beagle,Small,Female,8.0,Spayed,Very Active,1.0,9.0,0.0,0.0,14.06
Dachshund,Small,Female,2.0,Neutered,Active,4.0,10.0,1.0,1.0,15.42
Siberian Husky,Medium,Unknown,6.0,Neutered,Very Active,0.0,11.0,2.0,2.0,34.02
Doberman,Large,Male,12.0,Neutered,Moderate,2.0,12.0,0.0,2.0,22.68
Boxer,Medium,Male,6.0,Spayed,Active,2.0,11.0,2.0,2.0,26.76
Beagle,Small,Male,1.0,Spayed,Moderate,3.0,10.0,2.0,1.0,14.51
Chihuahua,Small,Female,5.0,Spayed,Moderate,3.0,14.0,1.0,2.0,18.14
Yorkshire Terrier,Small,Female,8.0,Spayed,Moderate,2.0,10.0,0.0,0.0,21.32
Australian Shepherd,Medium,Female,6.0,Spayed,Active,1.0,11.0,1.0,2.0,12.25
Australian Shepherd,Medium,Male,3.0,Neutered,Low,3.0,9.0,2.0,1.0,16.33
Australian Shepherd,Medium,Female,10.0,Neutered,Unknown,2.0,12.0,1.0,1.0,29.48
Australian Shepherd,Medium,Male,1.0,Neutered,Unknown,3.0,14.0,0.0,0.0,18.14
Dachshund,Small,Male,5.0,Neutered,Low,2.0,11.0,3.0,0.0,31.3
Australian Shepherd,Medium,Female,12.0,Unknown,Active,4.0,12.0,2.0,3.0,20.41
Doberman,Large,Female,4.0,Neutered,Moderate,2.0,14.0,1.0,2.0,19.5
Poodle,Small,Female,5.0,Spayed,Unknown,2.0,11.0,0.0,3.0,28.12
Yorkshire Terrier,Small,Female,8.0,Spayed,Low,1.0,11.0,2.0,1.0,21.32
German Shepherd,Large,Male,4.0,Unknown,Unknown,0.0,13.0,2.0,2.0,22.23
Bulldog,Medium,Unknown,12.0,Spayed,Active,0.0,12.0,2.0,1.0,25.4
Boxer,Medium,Female,1.0,Spayed,Moderate,2.0,9.0,2.0,0.0,25.85
Yorkshire Terrier,Small,Male,8.0,Unknown,Active,3.0,8.0,4.0,0.0,29.94
Bulldog,Medium,Female,12.0,Spayed,Very Active,0.0,11.0,1.0,4.0,34.02
Beagle,Small,Male,6.0,Unknown,Very Active,1.0,13.0,1.0,3.0,27.67
Siberian Husky,Medium,Female,8.0,Neutered,Unknown,0.0,11.0,0.0,1.0,25.4
Poodle,Small,Male,11.0,Unknown,Very Active,2.0,11.0,1.0,2.0,4.54
Dachshund,Small,Female,2.0,Neutered,Low,3.0,10.0,3.0,1.0,10.43
Golden Retriever,Large,Male,1.0,Spayed,Active,1.0,8.0,3.0,3.0,15.42
Unknown,Small,Male,8.0,Spayed,Unknown,2.0,11.0,1.0,1.0,15.42
Australian Shepherd,Medium,Female,11.0,Unknown,Very Active,3.0,9.0,1.0,1.0,23.13
Yorkshire Terrier,Small,Male,7.0,Neutered,Very Active,3.0,11.0,1.0,3.0,17.24
Great Dane,Large,Male,11.0,Neutered,Low,2.0,11.0,0.0,1.0,17.24
Siberian Husky,Unknown,Male,5.0,Spayed,Very Active,3.0,9.0,1.0,2.0,19.96
Bulldog,Medium,Female,6.0,Neutered,Very Active,2.0,11.0,2.0,0.0,33.11
Beagle,Small,Female,6.0,Neutered,Active,3.0,12.0,3.0,1.0,17.69
Labrador Retriever,Large,Male,11.0,Neutered,Low,2.0,13.0,3.0,2.0,20.87
Boxer,Medium,Male,10.0,Spayed,Low,5.0,11.0,3.0,3.0,23.59
Unknown,Large,Female,11.0,Spayed,Low,5.0,10.0,1.0,1.0,22.68
Boxer,Medium,Unknown,2.0,Spayed,Low,1.0,10.0,1.0,1.0,22.68
German Shepherd,Large,Female,11.0,Spayed,Very Active,5.0,11.0,0.0,0.0,22.68
Poodle,Small,Male,7.0,Unknown,Unknown,1.0,12.0,2.0,1.0,14.97
Unknown,Large,Male,10.0,Spayed,Active,3.0,10.0,2.0,0.0,19.96
Australian Shepherd,Medium,Male,10.0,Spayed,Active,0.0,11.0,1.0,1.0,16.78
Yorkshire Terrier,Small,Female,13.0,Unknown,Very Active,1.0,11.0,2.0,3.0,25.4
German Shepherd,Large,Female,4.0,Spayed,Moderate,4.0,10.0,1.0,0.0,15.42
Bulldog,Medium,Male,5.0,Spayed,Low,2.0,12.0,3.0,1.0,42.18
Labrador Retriever,Large,Male,6.0,Unknown,Moderate,2.0,9.0,1.0,4.0,29.94
Golden Retriever,Large,Male,8.0,Unknown,Moderate,5.0,13.0,0.0,1.0,33.57
German Shepherd,Large,Male,6.0,Neutered,Active,3.0,11.0,2.0,0.0,16.78
Poodle,Small,Female,5.0,Unknown,Very Active,3.0,9.0,2.0,1.0,29.03
Boxer,Medium,Female,11.0,Spayed,Very Active,0.0,9.0,1.0,4.0,20.41
Australian Shepherd,Medium,Female,13.0,Spayed,Very Active,1.0,9.0,2.0,2.0,29.03
Beagle,Small,Female,13.0,Unknown,Very Active,2.0,13.0,0.0,3.0,24.04
Poodle,Small,Male,2.0,Unknown,Active,1.0,8.0,1.0,1.0,22.68
Golden Retriever,Large,Male,6.0,Neutered,Very Active,2.0,9.0,1.0,0.0,26.76
Labrador Retriever,Large,Male,6.0,Spayed,Low,3.0,12.0,2.0,2.0,22.23
Beagle,Small,Male,13.0,Spayed,Moderate,2.0,12.0,2.0,2.0,24.04
Great Dane,Large,Male,5.0,Spayed,Low,1.0,8.0,0.0,1.0,8.62
Yorkshire Terrier,Small,Male,7.0,Unknown,Unknown,3.0,11.0,1.0,1.0,30.39
Rottweiler,Large,Female,6.0,Neutered,Low,2.0,11.0,2.0,2.0,29.48
Great Dane,Large,Male,11.0,Spayed,Very Active,6.0,13.0,2.0,1.0,26.31
Yorkshire Terrier,Small,Female,1.0,Spayed,Unknown,2.0,9.0,1.0,2.0,13.61
German Shepherd,Large,Female,5.0,Unknown,Active,1.0,12.0,1.0,4.0,20.87
Doberman,Large,Male,13.0,Spayed,Very Active,3.0,9.0,2.0,4.0,27.67
Australian Shepherd,Medium,Female,2.0,Unknown,Unknown,6.0,10.0,2.0,0.0,17.24
Doberman,Large,Female,8.0,Neutered,Low,2.0,10.0,4.0,0.0,15.88
Beagle,Small,Male,8.0,Spayed,Moderate,2.0,12.0,1.0,1.0,23.59
Doberman,Large,Male,5.0,Spayed,Low,0.0,11.0,0.0,0.0,29.03
Golden Retriever,Large,Female,11.0,Spayed,Active,4.0,11.0,3.0,2.0,28.58
Australian Shepherd,Medium,Male,11.0,Unknown,Unknown,3.0,11.0,2.0,1.0,16.78
Poodle,Small,Female,8.0,Neutered,Moderate,4.0,13.0,2.0,0.0,16.33
Yorkshire Terrier,Small,Male,7.0,Neutered,Unknown,2.0,11.0,2.0,1.0,22.68
Yorkshire Terrier,Small,Male,10.0,Unknown,Very Active,2.0,12.0,2.0,0.0,23.13
Australian Shepherd,Medium,Female,1.0,Neutered,Very Active,3.0,11.0,3.0,4.0,31.3
Rottweiler,Large,Male,13.0,Unknown,Moderate,3.0,12.0,2.0,1.0,13.15
Siberian Husky,Medium,Male,10.0,Neutered,Very Active,3.0,11.0,2.0,1.0,13.61
Australian Shepherd,Medium,Male,6.0,Neutered,Unknown,2.0,9.0,1.0,1.0,20.41
Rottweiler,Large,Female,12.0,Unknown,Moderate,4.0,12.0,0.0,2.0,16.33
German Shepherd,Large,Female,8.0,Unknown,Unknown,4.0,12.0,0.0,2.0,29.94
German Shepherd,Large,Female,4.0,Spayed,Low,3.0,11.0,1.0,2.0,21.77
Chihuahua,Small,Male,13.0,Neutered,Unknown,3.0,8.0,2.0,2.0,15.88
Boxer,Medium,Female,2.0,Neutered,Low,2.0,10.0,1.0,4.0,29.94
German Shepherd,Large,Female,7.0,Unknown,Active,1.0,10.0,2.0,2.0,9.53
Poodle,Small,Female,12.0,Unknown,Very Active,0.0,9.0,2.0,2.0,11.79
Poodle,Small,Male,8.0,Neutered,Low,1.0,11.0,2.0,2.0,22.23
Boxer,Medium,Male,4.0,Unknown,Low,2.0,11.0,2.0,3.0,27.22
Rottweiler,Large,Female,6.0,Neutered,Unknown,3.0,12.0,1.0,2.0,12.7
Dachshund,Small,Male,8.0,Neutered,Low,4.0,12.0,0.0,4.0,18.14
Beagle,Small,Male,5.0,Spayed,Low,4.0,9.0,2.0,1.0,20.87
Australian Shepherd,Medium,Male,7.0,Neutered,Active,1.0,13.0,1.0,1.0,25.4
Golden Retriever,Large,Male,1.0,Spayed,Unknown,3.0,11.0,2.0,1.0,19.96
Rottweiler,Large,Female,9.0,Unknown,Unknown,3.0,9.0,2.0,3.0,26.76
Australian Shepherd,Medium,Male,1.0,Neutered,Active,3.0,10.0,0.0,1.0,29.48
Rottweiler,Large,Male,7.0,Neutered,Low,2.0,10.0,2.0,1.0,13.15
Chihuahua,Small,Male,7.0,Neutered,Unknown,3.0,10.0,1.0,4.0,16.78
Siberian Husky,Medium,Male,8.0,Unknown,Very Active,3.0,12.0,0.0,1.0,23.59
Golden Retriever,Large,Female,9.0,Unknown,Active,2.0,11.0,1.0,4.0,9.53
Yorkshire Terrier,Small,Female,5.0,Unknown,Moderate,3.0,12.0,2.0,1.0,21.77
Poodle,Small,Male,9.0,Spayed,Unknown,3.0,11.0,2.0,2.0,25.85
Yorkshire Terrier,Small,Male,3.0,Spayed,Active,0.0,8.0,1.0,2.0,17.69
Beagle,Small,Male,7.0,Unknown,Low,2.0,10.0,1.0,4.0,25.4
Yorkshire Terrier,Small,Female,2.0,Spayed,Low,2.0,10.0,3.0,4.0,26.31
Boxer,Medium,Male,12.0,Unknown,Moderate,4.0,13.0,2.0,3.0,24.49
Doberman,Large,Male,2.0,Unknown,Very Active,2.0,9.0,2.0,2.0,35.38
Boxer,Medium,Female,4.0,Spayed,Active,3.0,10.0,2.0,1.0,23.59
Dachshund,Small,Female,10.0,Neutered,Very Active,3.0,9.0,1.0,2.0,20.87
Beagle,Small,Female,5.0,Neutered,Unknown,3.0,13.0,0.0,1.0,18.6
Great Dane,Large,Male,1.0,Neutered,Very Active,1.0,11.0,1.0,3.0,20.87
Golden Retriever,Large,Female,5.0,Spayed,Active,3.0,11.0,2.0,3.0,25.4
Dachshund,Small,Male,4.0,Spayed,Moderate,3.0,9.0,2.0,4.0,27.22
German Shepherd,Large,Male,11.0,Neutered,Low,1.0,11.0,3.0,0.0,21.32
Doberman,Large,Female,13.0,Neutered,Low,3.0,12.0,0.0,1.0,27.67
Bulldog,Medium,Male,5.0,Unknown,Moderate,3.0,10.0,1.0,2.0,28.12
Australian Shepherd,Medium,Female,6.0,Neutered,Moderate,3.0,11.0,2.0,1.0,22.68
Australian Shepherd,Medium,Male,7.0,Unknown,Unknown,2.0,13.0,3.0,1.0,29.03
Golden Retriever,Unknown,Female,13.0,Spayed,Active,3.0,14.0,0.0,2.0,17.69
Labrador Retriever,Large,Male,10.0,Spayed,Active,3.0,10.0,1.0,1.0,19.5
Rottweiler,Large,Male,6.0,Neutered,Very Active,1.0,11.0,2.0,2.0,29.48
Boxer,Medium,Female,7.0,Neutered,Moderate,3.0,13.0,0.0,1.0,30.39
Doberman,Large,Female,10.0,Spayed,Active,7.0,11.0,1.0,1.0,19.96
German Shepherd,Large,Male,10.0,Unknown,Unknown,3.0,12.0,0.0,1.0,20.87
Rottweiler,Large,Female,3.0,Neutered,Low,1.0,11.0,0.0,1.0,23.13
Dachshund,Small,Female,8.0,Neutered,Moderate,1.0,14.0,2.0,1.0,13.15
Rottweiler,Large,Male,10.0,Unknown,Active,1.0,11.0,2.0,1.0,28.58
Siberian Husky,Medium,Female,3.0,Neutered,Active,3.0,10.0,2.0,2.0,22.68
Poodle,Small,Male,7.0,Spayed,Very Active,3.0,11.0,0.0,3.0,24.95
Dachshund,Small,Female,9.0,Spayed,Unknown,1.0,13.0,2.0,0.0,15.88
Poodle,Small,Male,3.0,Neutered,Moderate,0.0,9.0,2.0,1.0,18.14
Rottweiler,Large,Male,8.0,Unknown,Active,2.0,10.0,0.0,3.0,33.57
Australian Shepherd,Unknown,Male,6.0,Spayed,Active,3.0,14.0,3.0,1.0,29.48
Bulldog,Medium,Female,6.0,Neutered,Low,1.0,10.0,0.0,2.0,12.25
Siberian Husky,Medium,Female,5.0,Neutered,Unknown,1.0,10.0,0.0,4.0,22.23
Boxer,Medium,Male,7.0,Spayed,Active,3.0,9.0,0.0,1.0,19.96
Chihuahua,Small,Male,5.0,Neutered,Low,2.0,10.0,1.0,2.0,21.32
Doberman,Large,Male,11.0,Neutered,Moderate,3.0,10.0,4.0,1.0,28.12
Dachshund,Small,Male,7.0,Spayed,Unknown,4.0,10.0,2.0,0.0,19.96
Poodle,Small,Female,3.0,Unknown,Low,3.0,10.0,2.0,2.0,19.96
Poodle,Small,Male,9.0,Spayed,Active,1.0,9.0,2.0,1.0,19.05
Chihuahua,Small,Male,8.0,Neutered,Unknown,4.0,10.0,0.0,1.0,17.69
Boxer,Medium,Female,2.0,Neutered,Unknown,2.0,9.0,0.0,1.0,26.31
Boxer,Medium,Male,7.0,Neutered,Unknown,3.0,12.0,2.0,1.0,22.68
Dachshund,Small,Male,10.0,Neutered,Moderate,2.0,10.0,2.0,1.0,23.59
German Shepherd,Large,Unknown,2.0,Neutered,Unknown,4.0,13.0,2.0,2.0,23.13
German Shepherd,Large,Female,5.0,Spayed,Moderate,5.0,13.0,0.0,2.0,22.68
Dachshund,Small,Male,9.0,Spayed,Moderate,3.0,14.0,2.0,3.0,21.77
Siberian Husky,Medium,Female,10.0,Neutered,Active,4.0,11.0,3.0,2.0,22.68
Australian Shepherd,Medium,Male,4.0,Unknown,Active,3.0,12.0,3.0,2.0,25.4
Australian Shepherd,Medium,Male,10.0,Spayed,Unknown,1.0,11.0,1.0,1.0,23.13
Boxer,Medium,Male,8.0,Spayed,Active,3.0,11.0,0.0,1.0,20.87
Chihuahua,Unknown,Female,6.0,Spayed,Moderate,4.0,8.0,2.0,1.0,22.68
Unknown,Medium,Male,8.0,Neutered,Very Active,3.0,10.0,1.0,2.0,14.97
Poodle,Small,Female,4.0,Spayed,Low,4.0,13.0,1.0,1.0,22.68
Poodle,Small,Female,8.0,Spayed,Unknown,3.0,13.0,1.0,1.0,18.6
Chihuahua,Small,Male,2.0,Neutered,Low,4.0,12.0,1.0,2.0,19.05
Beagle,Small,Male,11.0,Neutered,Moderate,2.0,10.0,1.0,3.0,20.87
Yorkshire Terrier,Unknown,Male,3.0,Neutered,Low,2.0,11.0,2.0,4.0,5.44
Boxer,Medium,Female,13.0,Neutered,Active,3.0,10.0,2.0,0.0,23.59
Yorkshire Terrier,Small,Male,2.0,Unknown,Very Active,3.0,10.0,2.0,0.0,28.12
Dachshund,Small,Male,5.0,Unknown,Moderate,4.0,12.0,0.0,4.0,24.04
Boxer,Medium,Female,5.0,Spayed,Very Active,2.0,9.0,1.0,0.0,23.13
German Shepherd,Large,Male,13.0,Neutered,Low,3.0,12.0,2.0,2.0,20.41
German Shepherd,Large,Male,10.0,Unknown,Active,5.0,11.0,2.0,1.0,18.14
Siberian Husky,Medium,Female,6.0,Spayed,Active,2.0,14.0,2.0,3.0,19.5
Beagle,Small,Male,9.0,Neutered,Moderate,5.0,13.0,2.0,0.0,28.12
Boxer,Medium,Unknown,12.0,Spayed,Active,6.0,9.0,1.0,0.0,19.5
Yorkshire Terrier,Small,Male,9.0,Unknown,Unknown,3.0,10.0,2.0,2.0,25.85
Bulldog,Medium,Male,4.0,Unknown,Unknown,5.0,9.0,2.0,1.0,30.39
Dachshund,Small,Male,7.0,Neutered,Active,3.0,13.0,4.0,1.0,19.5
Rottweiler,Large,Female,3.0,Spayed,Low,3.0,8.0,1.0,3.0,22.68
Dachshund,Unknown,Male,6.0,Unknown,Moderate,1.0,11.0,1.0,0.0,21.32
Australian Shepherd,Medium,Male,11.0,Spayed,Active,3.0,11.0,2.0,0.0,19.96
Beagle,Small,Female,3.0,Spayed,Moderate,3.0,9.0,0.0,2.0,26.31
Chihuahua,Small,Female,6.0,Unknown,Unknown,3.0,9.0,2.0,0.0,15.42
Labrador Retriever,Large,Male,2.0,Neutered,Moderate,4.0,12.0,0.0,3.0,30.39
Poodle,Small,Male,10.0,Unknown,Very Active,3.0,9.0,2.0,1.0,25.4
Chihuahua,Small,Female,6.0,Neutered,Active,0.0,9.0,2.0,1.0,29.94
Yorkshire Terrier,Small,Male,12.0,Spayed,Unknown,5.0,11.0,1.0,2.0,27.22
Beagle,Small,Male,11.0,Neutered,Unknown,3.0,14.0,0.0,2.0,19.05
Labrador Retriever,Large,Male,9.0,Neutered,Very Active,1.0,14.0,1.0,2.0,30.84
Australian Shepherd,Medium,Male,8.0,Neutered,Moderate,3.0,11.0,4.0,1.0,30.39
Australian Shepherd,Medium,Male,8.0,Spayed,Low,3.0,11.0,1.0,1.0,26.31
Poodle,Small,Male,9.0,Neutered,Moderate,2.0,12.0,2.0,2.0,29.48
Doberman,Large,Male,8.0,Spayed,Low,3.0,14.0,1.0,0.0,23.59
Great Dane,Large,Male,3.0,Neutered,Active,3.0,11.0,2.0,2.0,23.13
Dachshund,Small,Female,9.0,Spayed,Moderate,1.0,13.0,2.0,1.0,13.15
Siberian Husky,Medium,Female,5.0,Unknown,Active,0.0,12.0,1.0,0.0,25.4
Yorkshire Terrier,Small,Female,10.0,Unknown,Very Active,2.0,11.0,1.0,1.0,21.77
Golden Retriever,Large,Male,3.0,Neutered,Moderate,3.0,13.0,2.0,3.0,16.33
German Shepherd,Large,Female,7.0,Neutered,Very Active,2.0,11.0,1.0,1.0,21.77
German Shepherd,Large,Female,9.0,Spayed,Very Active,3.0,12.0,1.0,1.0,14.06
Beagle,Small,Female,6.0,Unknown,Unknown,3.0,11.0,1.0,1.0,30.84
Boxer,Medium,Male,7.0,Spayed,Unknown,6.0,11.0,2.0,4.0,25.4
Siberian Husky,Medium,Female,10.0,Neutered,Very Active,2.0,10.0,2.0,2.0,26.31
Australian Shepherd,Medium,Female,7.0,Spayed,Unknown,5.0,9.0,1.0,2.0,28.12
Bulldog,Medium,Unknown,4.0,Unknown,Very Active,3.0,11.0,2.0,3.0,20.41
Chihuahua,Unknown,Female,4.0,Neutered,Moderate,3.0,12.0,0.0,2.0,20.41
Boxer,Medium,Female,3.0,Unknown,Active,2.0,10.0,2.0,3.0,20.87
Doberman,Large,Male,6.0,Neutered,Active,2.0,13.0,2.0,2.0,20.87
Australian Shepherd,Medium,Male,8.0,Neutered,Very Active,5.0,9.0,1.0,0.0,25.4
Doberman,Large,Female,6.0,Neutered,Active,0.0,11.0,0.0,1.0,23.59
Great Dane,Large,Female,4.0,Unknown,Low,1.0,10.0,2.0,3.0,29.03
Golden Retriever,Large,Male,7.0,Spayed,Active,2.0,13.0,0.0,0.0,24.95
Rottweiler,Unknown,Female,13.0,Unknown,Very Active,0.0,12.0,2.0,2.0,21.77
Golden Retriever,Large,Female,8.0,Neutered,Active,5.0,11.0,2.0,2.0,14.51
Australian Shepherd,Medium,Male,11.0,Neutered,Very Active,2.0,9.0,2.0,0.0,16.33
Yorkshire Terrier,Small,Female,7.0,Neutered,Unknown,2.0,9.0,1.0,3.0,31.3
Chihuahua,Small,Female,8.0,Unknown,Active,4.0,11.0,2.0,1.0,20.41
Rottweiler,Large,Male,6.0,Unknown,Very Active,3.0,13.0,0.0,4.0,23.59
Yorkshire Terrier,Small,Female,10.0,Unknown,Very Active,1.0,10.0,1.0,2.0,18.14
Great Dane,Large,Female,5.0,Neutered,Moderate,1.0,10.0,0.0,2.0,22.68
Dachshund,Small,Unknown,10.0,Spayed,Very Active,3.0,10.0,2.0,1.0,24.04
Yorkshire Terrier,Small,Female,7.0,Unknown,Active,2.0,10.0,2.0,2.0,18.6
Doberman,Large,Male,13.0,Spayed,Unknown,2.0,12.0,1.0,3.0,24.95
Yorkshire Terrier,Small,Female,12.0,Neutered,Active,3.0,10.0,4.0,0.0,24.95
Siberian Husky,Medium,Male,11.0,Spayed,Low,0.0,9.0,2.0,1.0,36.29
Golden Retriever,Large,Female,8.0,Neutered,Very Active,3.0,11.0,2.0,1.0,13.61
Siberian Husky,Medium,Male,11.0,Unknown,Very Active,1.0,10.0,4.0,3.0,12.7
German Shepherd,Large,Female,1.0,Neutered,Very Active,3.0,11.0,0.0,1.0,23.13
Boxer,Medium,Male,7.0,Spayed,Active,5.0,11.0,2.0,2.0,24.95
Great Dane,Large,Male,6.0,Spayed,Active,1.0,12.0,0.0,3.0,18.6
Doberman,Large,Female,1.0,Neutered,Moderate,4.0,11.0,2.0,3.0,16.33
Dachshund,Small,Female,11.0,Spayed,Unknown,4.0,11.0,2.0,1.0,24.04
Great Dane,Large,Female,6.0,Spayed,Unknown,3.0,9.0,0.0,1.0,20.41
Chihuahua,Unknown,Female,4.0,Unknown,Active,3.0,11.0,0.0,2.0,19.96
Dachshund,Small,Male,13.0,Spayed,Moderate,7.0,8.0,0.0,2.0,13.61
Bulldog,Medium,Female,10.0,Neutered,Unknown,3.0,11.0,1.0,1.0,24.04
Australian Shepherd,Unknown,Male,3.0,Spayed,Moderate,4.0,14.0,1.0,2.0,24.04
Yorkshire Terrier,Small,Female,11.0,Spayed,Moderate,1.0,12.0,3.0,1.0,21.32
Poodle,Small,Female,11.0,Unknown,Low,3.0,12.0,0.0,2.0,18.6
Rottweiler,Large,Male,6.0,Neutered,Low,1.0,12.0,1.0,0.0,25.85
Doberman,Large,Female,5.0,Spayed,Low,1.0,11.0,3.0,2.0,20.87
Great Dane,Large,Male,6.0,Neutered,Low,3.0,12.0,2.0,2.0,38.1
Siberian Husky,Medium,Female,2.0,Unknown,Unknown,0.0,8.0,1.0,2.0,21.77
Rottweiler,Large,Male,4.0,Unknown,Unknown,4.0,12.0,2.0,1.0,22.68
Rottweiler,Large,Male,6.0,Spayed,Very Active,4.0,12.0,2.0,2.0,25.85
Rottweiler,Large,Male,3.0,Neutered,Unknown,2.0,11.0,3.0,1.0,21.77
Golden Retriever,Large,Female,3.0,Neutered,Low,0.0,12.0,2.0,3.0,19.05
Siberian Husky,Medium,Male,7.0,Unknown,Very Active,1.0,12.0,2.0,2.0,20.87
Boxer,Medium,Male,5.0,Neutered,Very Active,3.0,10.0,2.0,3.0,24.04
Australian Shepherd,Medium,Female,3.0,Unknown,Low,4.0,13.0,2.0,4.0,23.13
Beagle,Small,Female,8.0,Unknown,Very Active,4.0,11.0,1.0,3.0,22.68
Siberian Husky,Medium,Female,11.0,Unknown,Unknown,2.0,12.0,0.0,1.0,30.39
Australian Shepherd,Medium,Male,4.0,Neutered,Unknown,2.0,13.0,1.0,3.0,26.31
Great Dane,Large,Male,13.0,Spayed,Moderate,2.0,11.0,1.0,2.0,35.38
Great Dane,Large,Female,5.0,Neutered,Very Active,3.0,10.0,2.0,2.0,33.57
Poodle,Small,Female,13.0,Neutered,Active,2.0,10.0,2.0,3.0,26.31
Bulldog,Medium,Male,7.0,Spayed,Active,1.0,9.0,3.0,1.0,24.49
Poodle,Small,Male,3.0,Neutered,Unknown,3.0,11.0,2.0,2.0,23.59
Boxer,Medium,Female,5.0,Spayed,Unknown,5.0,10.0,2.0,2.0,21.77
Labrador Retriever,Large,Male,3.0,Spayed,Moderate,3.0,10.0,2.0,2.0,27.22
Siberian Husky,Medium,Male,7.0,Spayed,Low,4.0,9.0,2.0,2.0,19.96
Bulldog,Medium,Male,1.0,Unknown,Moderate,1.0,10.0,1.0,0.0,19.05
Labrador Retriever,Large,Male,5.0,Spayed,Unknown,1.0,11.0,2.0,0.0,30.39
Unknown,Medium,Female,7.0,Spayed,Active,4.0,12.0,1.0,1.0,31.75
Chihuahua,Small,Male,6.0,Neutered,Very Active,3.0,10.0,2.0,1.0,23.13
