Raca,Sexo,Idade,peso_kg,porte_animal,Nivel_Atividade_Pet,Dieta_Atual,Marca_Racao,caminhada_diaria_km,Medicamentos,Convulsoes,Horas_Sono,Tempo_Brincadeira_Horas,Visitas_Anuais_Veterinario,calorias_diarias_RER,Status_Saude
Great Dane,Fêmea,2.0,15.88,Médio,Baixo,Úmida,Pedigree,3.22,Sim,Não,9.0,1.0,1.0,556.85,Sim
German Shepherd,Macho,7.0,24.95,Médio,Moderado,Úmida,Iams,3.22,Sim,Não,10.0,2.0,1.0,781.45,Não
Labrador Retriever,Macho,11.0,21.77,Médio,Muito Ativo,Úmida,Pedigree,1.61,Não,Não,12.0,2.0,1.0,705.49,Sim
Dachshund,Macho,1.0,16.78,Médio,Muito Ativo,Caseira,Special,4.83,Sim,Não,14.0,1.0,2.0,580.35,Sim
Labrador Retriever,Macho,11.0,30.39,Grande,Baixo,Úmida,Pedigree,6.44,Não,Não,9.0,1.0,4.0,906.04,Sim
Siberian Husky,Fêmea,13.0,20.41,Médio,Ativo,Especial,Pedigree,3.22,Não,Não,13.0,2.0,0.0,672.17,Sim
Chihuahua,Fêmea,3.0,24.04,Médio,Moderado,Ração Seca,Wellness,3.22,Sim,Não,8.0,2.0,1.0,759.97,Sim
Beagle,Macho,1.0,22.23,Médio,Moderado,Caseira,Special,8.05,Não,Não,11.0,0.0,2.0,716.64,Sim
SRD (Sem Raça Definida),Macho,4.0,16.78,Médio,Moderado,Ração Seca,Iams,3.22,Não,Não,12.0,1.0,1.0,580.35,Sim
Siberian Husky,Macho,13.0,20.41,Médio,Ativo,Caseira,Special,4.83,Não,Não,10.0,2.0,1.0,672.17,Sim
Australian Shepherd,Fêmea,10.0,14.06,Médio,Moderado,Caseira,Special,3.22,Sim,Não,10.0,3.0,1.0,508.26,Sim
Beagle,Macho,11.0,25.4,Grande,Ativo,Úmida,Iams,0.0,Não,Não,9.0,2.0,1.0,792.0,Sim
Yorkshire Terrier,Macho,5.0,24.95,Médio,Ativo,Especial,Special,4.83,Sim,Não,12.0,2.0,3.0,781.45,Sim
Poodle,Macho,7.0,17.24,Médio,Muito Ativo,Caseira,Special,8.05,Sim,Não,13.0,1.0,0.0,592.24,Sim
SRD (Sem Raça Definida),Macho,4.0,24.49,Médio,Baixo,Especial,Iams,1.61,Sim,Não,10.0,3.0,1.0,770.62,Sim
Golden Retriever,Fêmea,9.0,21.32,Médio,Baixo,Ração Seca,Iams,1.61,Não,Não,11.0,3.0,3.0,694.53,Sim
German Shepherd,Fêmea,13.0,32.21,Grande,Muito Ativo,Úmida,Royal Canin,4.83,Sim,Não,13.0,2.0,1.0,946.44,Não
Siberian Husky,Macho,12.0,22.23,Médio,Moderado,Ração Seca,Purina,1.61,Sim,Não,9.0,3.0,4.0,716.64,Não
Poodle,Fêmea,12.0,16.78,Médio,Muito Ativo,Ração Seca,Royal Canin,4.83,Sim,Não,11.0,2.0,0.0,580.35,Não
Bulldog,Macho,4.0,21.77,Médio,Moderado,Caseira,Special,0.0,Sim,Não,9.0,2.0,2.0,705.49,Sim
Beagle,Fêmea,13.0,36.74,Grande,Muito Ativo,Úmida,Pedigree,4.83,Sim,Não,9.0,2.0,3.0,1044.61,Não
Rottweiler,Fêmea,6.0,15.42,Médio,Ativo,Caseira,Special,0.0,Sim,Não,10.0,1.0,0.0,544.7,Sim
Australian Shepherd,Macho,13.0,17.69,Médio,Ativo,Especial,Blue Buffalo,6.44,Sim,Não,10.0,0.0,1.0,603.8,Sim
German Shepherd,Fêmea,7.0,26.31,Grande,Ativo,Especial,Wellness,3.22,Sim,Não,12.0,1.0,2.0,813.18,Sim
Boxer,Fêmea,7.0,24.04,Médio,Baixo,Caseira,Special,4.83,Sim,Não,11.0,2.0,0.0,759.97,Sim
Beagle,Macho,6.0,16.33,Médio,Ativo,Especial,Pedigree,6.44,Não,Não,12.0,2.0,1.0,568.64,Sim
Rottweiler,Fêmea,6.0,30.84,Grande,Baixo,Especial,Special,4.83,Não,Não,10.0,1.0,1.0,916.08,Sim
Labrador Retriever,Fêmea,11.0,33.57,Grande,Muito Ativo,Especial,Nutro,1.61,Sim,Sim,9.0,4.0,0.0,976.25,Não
Rottweiler,Macho,8.0,25.4,Grande,Moderado,Especial,Wellness,4.83,Sim,Não,11.0,3.0,4.0,792.0,Sim
SRD (Sem Raça Definida),Macho,9.0,19.5,Médio,Ativo,Ração Seca,Blue Buffalo,4.83,Não,Não,10.0,2.0,0.0,649.57,Sim
Dachshund,Macho,3.0,14.97,Médio,Baixo,Úmida,Blue Buffalo,4.83,Sim,Não,12.0,0.0,1.0,532.74,Sim
Dachshund,Macho,2.0,34.47,Grande,Ativo,Úmida,Pedigree,8.05,Sim,Não,10.0,3.0,2.0,995.82,Não
Chihuahua,Fêmea,9.0,17.69,Médio,Ativo,Especial,Blue Buffalo,4.83,Sim,Não,9.0,1.0,0.0,603.8,Não
Labrador Retriever,Fêmea,5.0,16.33,Médio,Moderado,Especial,Nutro,4.83,Sim,Não,11.0,1.0,1.0,568.64,Sim
Doberman,Macho,9.0,32.21,Grande,Moderado,Especial,Blue Buffalo,6.44,Não,Não,11.0,1.0,0.0,946.44,Sim
Rottweiler,Macho,4.0,23.59,Médio,Ativo,Ração Seca,Royal Canin,0.0,Não,Não,11.0,3.0,2.0,749.28,Sim
Rottweiler,Fêmea,10.0,28.12,Grande,Ativo,Úmida,Royal Canin,1.61,Não,Não,11.0,0.0,2.0,854.79,Sim
SRD (Sem Raça Definida),Fêmea,13.0,21.32,Médio,Baixo,Úmida,Iams,6.44,Sim,Não,14.0,2.0,1.0,694.53,Não
Great Dane,Macho,9.0,22.23,Médio,Ativo,Úmida,Royal Canin,3.22,Não,Não,12.0,2.0,3.0,716.64,Não
German Shepherd,Macho,3.0,22.23,Médio,Ativo,Ração Seca,Nutro,6.44,Sim,Não,10.0,2.0,2.0,716.64,Não
Beagle,Fêmea,7.0,15.88,Médio,Muito Ativo,Ração Seca,Iams,3.22,Não,Não,12.0,1.0,2.0,556.85,Sim
Doberman,Macho,13.0,9.98,Pequeno,Moderado,Úmida,Purina,6.44,Sim,Não,9.0,1.0,1.0,393.05,Não
Great Dane,Macho,11.0,23.59,Médio,Baixo,Ração Seca,Hill's Science,4.83,Não,Não,10.0,2.0,4.0,749.28,Sim
Bulldog,Fêmea,7.0,28.12,Grande,Muito Ativo,Úmida,Wellness,6.44,Sim,Não,9.0,2.0,2.0,854.79,Sim
Poodle,Fêmea,7.0,16.33,Médio,Ativo,Úmida,Pedigree,3.22,Não,Não,8.0,1.0,2.0,568.64,Sim
Dachshund,Fêmea,9.0,20.41,Médio,Ativo,Úmida,Blue Buffalo,4.83,Não,Não,11.0,2.0,3.0,672.17,Sim
Australian Shepherd,Macho,8.0,24.95,Médio,Moderado,Especial,Hill's Science,4.83,Não,Não,11.0,2.0,0.0,781.45,Sim
Boxer,Macho,12.0,26.76,Grande,Baixo,Caseira,Special,3.22,Não,Sim,12.0,2.0,1.0,823.59,Não
Great Dane,Fêmea,7.0,27.67,Grande,Ativo,Ração Seca,Nutro,4.83,Não,Não,10.0,3.0,1.0,844.51,Sim
Siberian Husky,Fêmea,7.0,24.95,Médio,Ativo,Caseira,Special,6.44,Sim,Não,12.0,0.0,0.0,781.45,Sim
Great Dane,Macho,5.0,23.59,Médio,Muito Ativo,Especial,Royal Canin,4.83,Não,Não,12.0,1.0,0.0,749.28,Sim
Yorkshire Terrier,Macho,8.0,22.23,Médio,Baixo,Caseira,Special,3.22,Não,Não,11.0,3.0,1.0,716.64,Sim
Boxer,Fêmea,11.0,18.6,Médio,Baixo,Úmida,Blue Buffalo,4.83,Não,Não,8.0,3.0,3.0,626.95,Não
Chihuahua,Fêmea,8.0,30.39,Grande,Baixo,Ração Seca,Purina,3.22,Não,Não,12.0,2.0,0.0,906.04,Não
Dachshund,Macho,12.0,23.59,Médio,Ativo,Ração Seca,Nutro,0.0,Sim,Não,11.0,2.0,1.0,749.28,Sim
Poodle,Fêmea,6.0,28.12,Grande,Ativo,Ração Seca,Royal Canin,9.66,Não,Não,12.0,1.0,2.0,854.79,Sim
Great Dane,Fêmea,12.0,20.41,Médio,Muito Ativo,Caseira,Special,6.44,Não,Não,12.0,0.0,1.0,672.17,Sim
Yorkshire Terrier,Macho,10.0,23.13,Médio,Ativo,Caseira,Special,6.44,Não,Não,11.0,2.0,1.0,738.29,Sim
Yorkshire Terrier,Macho,1.0,23.59,Médio,Moderado,Ração Seca,Nutro,6.44,Não,Não,11.0,2.0,0.0,749.28,Não
Poodle,Macho,2.0,14.97,Médio,Moderado,Úmida,Iams,1.61,Não,Não,10.0,1.0,1.0,532.74,Sim
Chihuahua,Fêmea,5.0,22.68,Médio,Moderado,Caseira,Special,1.61,Sim,Não,12.0,2.0,0.0,727.5,Não
German Shepherd,Macho,8.0,22.68,Médio,Muito Ativo,Úmida,Nutro,4.83,Não,Não,11.0,2.0,4.0,727.5,Sim
Chihuahua,Macho,8.0,20.87,Médio,Muito Ativo,Caseira,Special,1.61,Sim,Não,10.0,1.0,3.0,683.5,Sim
Dachshund,Fêmea,10.0,27.22,Grande,Muito Ativo,Caseira,Special,4.83,Sim,Sim,8.0,3.0,1.0,834.19,Não
Doberman,Macho,13.0,16.33,Médio,Ativo,Caseira,Special,1.61,Não,Não,12.0,3.0,1.0,568.64,Sim
Golden Retriever,Fêmea,6.0,29.94,Grande,Ativo,Especial,Pedigree,6.44,Não,Não,12.0,3.0,1.0,895.96,Sim
Poodle,Fêmea,6.0,23.13,Médio,Moderado,Caseira,Special,6.44,Sim,Não,12.0,0.0,1.0,738.29,Sim
Australian Shepherd,Macho,11.0,34.02,Grande,Baixo,Ração Seca,Royal Canin,4.83,Não,Não,11.0,2.0,1.0,986.05,Sim
Labrador Retriever,Fêmea,2.0,20.41,Médio,Ativo,Úmida,Wellness,4.83,Sim,Não,10.0,2.0,1.0,672.17,Sim
Yorkshire Terrier,Macho,11.0,24.95,Médio,Moderado,Ração Seca,Nutro,8.05,Sim,Não,11.0,1.0,1.0,781.45,Não
Yorkshire Terrier,Macho,6.0,25.85,Grande,Ativo,Caseira,Special,6.44,Sim,Não,12.0,2.0,2.0,802.5,Sim
Golden Retriever,Macho,9.0,22.23,Médio,Ativo,Ração Seca,Iams,4.83,Não,Não,10.0,2.0,1.0,716.64,Sim
Great Dane,Macho,13.0,22.68,Médio,Ativo,Ração Seca,Iams,4.83,Não,Não,9.0,2.0,2.0,727.5,Sim
Rottweiler,Fêmea,7.0,29.03,Grande,Moderado,Úmida,Nutro,4.83,Não,Não,11.0,3.0,0.0,875.45,Não
Chihuahua,Macho,11.0,16.33,Médio,Ativo,Úmida,Royal Canin,1.61,Não,Não,11.0,2.0,1.0,568.64,Sim
Rottweiler,Fêmea,9.0,23.59,Médio,Baixo,Ração Seca,Purina,6.44,Sim,Não,11.0,1.0,0.0,749.28,Não
Beagle,Fêmea,6.0,18.14,Médio,Ativo,Úmida,Nutro,1.61,Sim,Não,12.0,1.0,2.0,615.28,Sim
Boxer,Fêmea,8.0,26.76,Grande,Baixo,Especial,Pedigree,3.22,Não,Não,11.0,1.0,1.0,823.59,Sim
Rottweiler,Macho,8.0,4.54,Pequeno,Baixo,Especial,Wellness,8.05,Não,Não,11.0,2.0,2.0,217.72,Sim
Australian Shepherd,Macho,1.0,7.71,Pequeno,Ativo,Úmida,Wellness,4.83,Não,Não,9.0,2.0,0.0,323.88,Não
Poodle,Macho,2.0,32.66,Grande,Ativo,Caseira,Special,4.83,Sim,Sim,9.0,1.0,2.0,956.34,Sim
Golden Retriever,Fêmea,13.0,24.04,Médio,Moderado,Ração Seca,Purina,9.66,Não,Não,10.0,0.0,1.0,759.97,Não
Golden Retriever,Fêmea,5.0,19.05,Médio,Ativo,Caseira,Special,1.61,Sim,Não,10.0,2.0,1.0,638.29,Sim
Poodle,Macho,11.0,13.61,Médio,Ativo,Ração Seca,Pedigree,0.0,Sim,Não,11.0,2.0,3.0,496.01,Sim
Labrador Retriever,Fêmea,9.0,22.68,Médio,Ativo,Úmida,Pedigree,9.66,Sim,Sim,10.0,3.0,1.0,727.5,Não
Yorkshire Terrier,Fêmea,9.0,33.11,Grande,Baixo,Úmida,Purina,1.61,Não,Não,9.0,2.0,1.0,966.2,Não
Doberman,Fêmea,10.0,16.33,Médio,Ativo,Especial,Nutro,4.83,Sim,Não,11.0,2.0,1.0,568.64,Sim
Australian Shepherd,Macho,9.0,25.4,Grande,Ativo,Úmida,Royal Canin,6.44,Não,Não,11.0,2.0,1.0,792.0,Sim
Australian Shepherd,Macho,5.0,31.75,Grande,Muito Ativo,Especial,Nutro,3.22,Não,Não,12.0,2.0,2.0,936.28,Sim
Bulldog,Macho,2.0,10.89,Médio,Baixo,Úmida,Nutro,4.83,Sim,Não,12.0,2.0,1.0,419.63,Não
Australian Shepherd,Macho,1.0,24.04,Médio,Ativo,Ração Seca,Blue Buffalo,1.61,Sim,Sim,10.0,0.0,2.0,759.97,Não
Great Dane,Fêmea,8.0,14.51,Médio,Muito Ativo,Ração Seca,Nutro,3.22,Sim,Não,10.0,1.0,0.0,520.41,Sim
Yorkshire Terrier,Macho,8.0,11.34,Médio,Ativo,Especial,Purina,4.83,Não,Não,10.0,2.0,2.0,432.57,Sim
Poodle,Fêmea,9.0,20.41,Médio,Moderado,Especial,Pedigree,4.83,Não,Não,12.0,1.0,0.0,672.17,Não
Dachshund,Macho,12.0,17.24,Médio,Moderado,Caseira,Special,8.05,Sim,Não,9.0,1.0,3.0,592.24,Sim
Golden Retriever,Macho,3.0,35.83,Grande,Ativo,Caseira,Special,3.22,Sim,Não,11.0,0.0,1.0,1025.14,Sim
Bulldog,Fêmea,8.0,15.42,Médio,Ativo,Ração Seca,Hill's Science,4.83,Sim,Não,12.0,1.0,0.0,544.7,Não
Yorkshire Terrier,Fêmea,13.0,29.48,Grande,Ativo,Úmida,Wellness,1.61,Não,Não,12.0,0.0,3.0,885.61,Sim
Rottweiler,Macho,4.0,21.77,Médio,Muito Ativo,Especial,Pedigree,8.05,Não,Não,11.0,0.0,0.0,705.49,Sim
Poodle,Macho,6.0,21.77,Médio,Moderado,Ração Seca,Nutro,4.83,Não,Sim,11.0,0.0,1.0,705.49,Sim
Yorkshire Terrier,Fêmea,11.0,31.3,Grande,Baixo,Especial,Nutro,3.22,Não,Sim,12.0,1.0,1.0,926.31,Sim
Great Dane,Macho,3.0,21.77,Médio,Moderado,Úmida,Pedigree,1.61,Não,Não,10.0,2.0,1.0,705.49,Sim
Chihuahua,Macho,1.0,19.96,Médio,Muito Ativo,Caseira,Special,3.22,Sim,Não,11.0,0.0,3.0,661.03,Sim
Doberman,Macho,9.0,16.33,Médio,Ativo,Úmida,Nutro,4.83,Não,Não,12.0,1.0,2.0,568.64,Sim
Siberian Husky,Fêmea,11.0,13.15,Médio,Moderado,Especial,Purina,6.44,Sim,Não,11.0,2.0,1.0,483.38,Sim
Dachshund,Macho,3.0,32.21,Grande,Ativo,Especial,Royal Canin,3.22,Não,Não,13.0,1.0,0.0,946.44,Sim
Great Dane,Macho,9.0,24.04,Médio,Baixo,Ração Seca,Hill's Science,6.44,Sim,Não,11.0,3.0,1.0,759.97,Não
German Shepherd,Fêmea,1.0,20.87,Médio,Ativo,Úmida,Royal Canin,3.22,Não,Não,12.0,0.0,1.0,683.5,Sim
Great Dane,Fêmea,4.0,25.85,Grande,Muito Ativo,Especial,Purina,8.05,Sim,Não,11.0,1.0,0.0,802.5,Sim
Golden Retriever,Fêmea,3.0,25.85,Grande,Ativo,Caseira,Special,0.0,Não,Não,12.0,0.0,0.0,802.5,Sim
Yorkshire Terrier,Macho,9.0,13.61,Médio,Ativo,Úmida,Purina,3.22,Não,Não,12.0,2.0,1.0,496.01,Sim
Australian Shepherd,Fêmea,11.0,23.13,Médio,Ativo,Caseira,Special,3.22,Sim,Não,14.0,0.0,4.0,738.29,Sim
Bulldog,Fêmea,5.0,21.32,Médio,Ativo,Caseira,Special,4.83,Não,Não,9.0,1.0,3.0,694.53,Sim
Chihuahua,Macho,7.0,24.04,Médio,Muito Ativo,Ração Seca,Iams,1.61,Não,Não,12.0,1.0,1.0,759.97,Sim
Australian Shepherd,Macho,11.0,12.25,Médio,Ativo,Caseira,Special,4.83,Sim,Não,12.0,2.0,1.0,458.35,Não
Yorkshire Terrier,Macho,8.0,19.05,Médio,Baixo,Ração Seca,Wellness,8.05,Não,Não,13.0,3.0,4.0,638.29,Sim
German Shepherd,Macho,11.0,20.87,Médio,Baixo,Úmida,Hill's Science,3.22,Sim,Sim,9.0,2.0,0.0,683.5,Não
Beagle,Macho,6.0,29.03,Grande,Ativo,Ração Seca,Purina,3.22,Sim,Não,10.0,2.0,2.0,875.45,Não
SRD (Sem Raça Definida),Fêmea,9.0,22.68,Médio,Baixo,Úmida,Wellness,3.22,Sim,Não,12.0,2.0,0.0,727.5,Não
Golden Retriever,Macho,10.0,20.41,Médio,Ativo,Úmida,Hill's Science,4.83,Sim,Não,14.0,1.0,2.0,672.17,Não
Doberman,Fêmea,5.0,18.6,Médio,Baixo,Especial,Nutro,4.83,Não,Não,12.0,3.0,0.0,626.95,Sim
Great Dane,Fêmea,2.0,24.95,Médio,Ativo,Ração Seca,Hill's Science,3.22,Sim,Não,9.0,2.0,0.0,781.45,Sim
Rottweiler,Fêmea,10.0,24.04,Médio,Baixo,Caseira,Special,6.44,Sim,Não,9.0,1.0,0.0,759.97,Não
Golden Retriever,Fêmea,8.0,34.47,Grande,Moderado,Caseira,Special,4.83,Não,Não,11.0,3.0,3.0,995.82,Sim
Labrador Retriever,Fêmea,9.0,17.69,Médio,Ativo,Úmida,Hill's Science,3.22,Sim,Não,8.0,1.0,2.0,603.8,Sim
Doberman,Fêmea,3.0,18.6,Médio,Ativo,Ração Seca,Blue Buffalo,6.44,Sim,Não,9.0,3.0,2.0,626.95,Sim
SRD (Sem Raça Definida),Fêmea,5.0,24.04,Médio,Moderado,Ração Seca,Blue Buffalo,4.83,Não,Não,12.0,1.0,1.0,759.97,Sim
Bulldog,Macho,8.0,30.84,Grande,Ativo,Caseira,Special,4.83,Não,Não,9.0,1.0,1.0,916.08,Sim
Boxer,Fêmea,11.0,24.95,Médio,Ativo,Caseira,Special,4.83,Sim,Não,12.0,3.0,4.0,781.45,Sim
Bulldog,Fêmea,8.0,21.32,Médio,Baixo,Úmida,Iams,3.22,Sim,Não,11.0,0.0,0.0,694.53,Não
Poodle,Macho,7.0,25.4,Grande,Ativo,Especial,Nutro,8.05,Não,Não,11.0,1.0,3.0,792.0,Sim
German Shepherd,Fêmea,7.0,9.07,Pequeno,Muito Ativo,Ração Seca,Nutro,1.61,Não,Não,11.0,2.0,0.0,365.85,Sim
Poodle,Fêmea,6.0,25.85,Grande,Ativo,Especial,Purina,0.0,Não,Não,12.0,2.0,0.0,802.5,Sim
Bulldog,Fêmea,9.0,22.68,Médio,Muito Ativo,Caseira,Special,6.44,Sim,Não,12.0,1.0,0.0,727.5,Sim
Bulldog,Macho,1.0,26.31,Grande,Ativo,Úmida,Royal Canin,6.44,Não,Não,11.0,2.0,1.0,813.18,Sim
Beagle,Macho,4.0,36.29,Grande,Baixo,Úmida,Pedigree,8.05,Não,Não,12.0,2.0,0.0,1035.0,Não
Labrador Retriever,Macho,5.0,20.41,Médio,Moderado,Úmida,Wellness,1.61,Não,Não,11.0,0.0,1.0,672.17,Sim
Rottweiler,Macho,4.0,25.4,Grande,Baixo,Especial,Purina,0.0,Sim,Não,11.0,2.0,3.0,792.0,Sim
Bulldog,Fêmea,5.0,22.68,Médio,Muito Ativo,Especial,Hill's Science,4.83,Não,Não,10.0,3.0,1.0,727.5,Sim
Bulldog,Fêmea,1.0,22.68,Médio,Baixo,Especial,Blue Buffalo,3.22,Não,Não,9.0,2.0,1.0,727.5,Sim
Bulldog,Fêmea,3.0,25.85,Grande,Ativo,Caseira,Special,3.22,Não,Não,12.0,1.0,2.0,802.5,Sim
Chihuahua,Macho,5.0,19.05,Médio,Baixo,Ração Seca,Royal Canin,3.22,Não,Não,11.0,3.0,1.0,638.29,Sim
Siberian Husky,Fêmea,3.0,31.75,Grande,Moderado,Úmida,Purina,0.0,Não,Não,9.0,0.0,1.0,936.28,Sim
Chihuahua,Fêmea,9.0,24.49,Médio,Baixo,Úmida,Pedigree,4.83,Não,Não,14.0,2.0,1.0,770.62,Não
Siberian Husky,Macho,12.0,20.41,Médio,Ativo,Úmida,Iams,4.83,Não,Não,10.0,3.0,1.0,672.17,Sim
Doberman,Fêmea,7.0,21.32,Médio,Baixo,Úmida,Purina,6.44,Não,Não,11.0,2.0,0.0,694.53,Sim
Siberian Husky,Fêmea,2.0,35.83,Grande,Ativo,Úmida,Royal Canin,1.61,Sim,Não,11.0,3.0,1.0,1025.14,Sim
Labrador Retriever,Macho,2.0,20.41,Médio,Moderado,Úmida,Special,3.22,Sim,Não,11.0,1.0,2.0,672.17,Não
Siberian Husky,Fêmea,8.0,26.31,Grande,Muito Ativo,Caseira,Special,0.0,Não,Não,11.0,0.0,2.0,813.18,Sim
Siberian Husky,Macho,4.0,33.57,Grande,Muito Ativo,Ração Seca,Pedigree,6.44,Sim,Não,11.0,1.0,1.0,976.25,Sim
Doberman,Fêmea,8.0,24.95,Médio,Ativo,Úmida,Wellness,6.44,Sim,Não,8.0,2.0,2.0,781.45,Sim
Poodle,Macho,7.0,19.96,Médio,Ativo,Especial,Royal Canin,4.83,Não,Não,12.0,1.0,3.0,661.03,Sim
Poodle,Macho,2.0,28.58,Grande,Ativo,Ração Seca,Royal Canin,4.83,Não,Não,10.0,1.0,0.0,865.26,Sim
Labrador Retriever,Fêmea,12.0,16.33,Médio,Ativo,Ração Seca,Purina,6.44,Não,Não,12.0,3.0,2.0,568.64,Sim
Beagle,Macho,7.0,14.51,Médio,Muito Ativo,Especial,Blue Buffalo,9.66,Sim,Não,8.0,1.0,2.0,520.41,Sim
Siberian Husky,Fêmea,10.0,25.85,Grande,Muito Ativo,Úmida,Blue Buffalo,4.83,Não,Não,13.0,0.0,1.0,802.5,Sim
Yorkshire Terrier,Macho,8.0,34.47,Grande,Muito Ativo,Ração Seca,Blue Buffalo,1.61,Não,Não,13.0,2.0,1.0,995.82,Sim
Beagle,Macho,8.0,23.13,Médio,Ativo,Especial,Purina,1.61,Não,Não,10.0,2.0,2.0,738.29,Sim
SRD (Sem Raça Definida),Fêmea,12.0,29.48,Grande,Moderado,Caseira,Special,8.05,Não,Não,13.0,1.0,2.0,885.61,Sim
Poodle,Macho,4.0,14.51,Médio,Baixo,Caseira,Special,0.0,Não,Não,12.0,0.0,0.0,520.41,Sim
SRD (Sem Raça Definida),Fêmea,3.0,23.13,Médio,Baixo,Úmida,Wellness,4.83,Sim,Não,9.0,1.0,3.0,738.29,Sim
Bulldog,Macho,3.0,29.94,Grande,Moderado,Caseira,Special,4.83,Não,Não,11.0,0.0,1.0,895.96,Sim
Great Dane,Macho,7.0,18.14,Médio,Muito Ativo,Ração Seca,Iams,6.44,Não,Não,10.0,3.0,0.0,615.28,Sim
Poodle,Macho,11.0,8.62,Pequeno,Ativo,Caseira,Special,4.83,Sim,Não,8.0,2.0,1.0,352.15,Sim
Australian Shepherd,Macho,2.0,20.87,Médio,Muito Ativo,Úmida,Hill's Science,4.83,Não,Não,12.0,3.0,3.0,683.5,Sim
Rottweiler,Macho,8.0,19.5,Médio,Ativo,Especial,Purina,6.44,Sim,Não,9.0,3.0,2.0,649.57,Sim
Boxer,Macho,5.0,41.28,Grande,Moderado,Caseira,Special,4.83,Sim,Não,13.0,2.0,0.0,1139.99,Não
Boxer,Fêmea,9.0,17.24,Médio,Baixo,Ração Seca,Wellness,9.66,Sim,Não,11.0,2.0,0.0,592.24,Não
Doberman,Fêmea,3.0,23.13,Médio,Baixo,Úmida,Nutro,0.0,Sim,Não,12.0,1.0,1.0,738.29,Sim
Labrador Retriever,Macho,2.0,24.95,Médio,Ativo,Ração Seca,Wellness,6.44,Sim,Não,11.0,0.0,1.0,781.45,Sim
Australian Shepherd,Macho,4.0,21.32,Médio,Baixo,Especial,Purina,0.0,Sim,Não,10.0,1.0,1.0,694.53,Sim
Doberman,Macho,3.0,5.44,Pequeno,Ativo,Caseira,Special,4.83,Não,Não,13.0,1.0,1.0,249.34,Sim
Yorkshire Terrier,Macho,12.0,28.58,Grande,Moderado,Ração Seca,Royal Canin,1.61,Não,Não,12.0,2.0,2.0,865.26,Sim
Great Dane,Fêmea,9.0,29.94,Grande,Ativo,Úmida,Pedigree,3.22,Sim,Não,12.0,0.0,2.0,895.96,Sim
German Shepherd,Macho,9.0,26.31,Grande,Baixo,Ração Seca,Blue Buffalo,4.83,Sim,Não,11.0,0.0,2.0,813.18,Não
German Shepherd,Fêmea,6.0,26.76,Grande,Ativo,Ração Seca,Blue Buffalo,1.61,Não,Não,12.0,1.0,4.0,823.59,Sim
Dachshund,Macho,13.0,24.49,Médio,Baixo,Úmida,Pedigree,4.83,Sim,Não,11.0,1.0,1.0,770.62,Não
Beagle,Macho,2.0,16.33,Médio,Baixo,Úmida,Nutro,6.44,Sim,Não,12.0,3.0,1.0,568.64,Sim
Dachshund,Macho,6.0,19.05,Médio,Baixo,Ração Seca,Iams,4.83,Não,Não,9.0,1.0,1.0,638.29,Sim
Rottweiler,Fêmea,1.0,15.88,Médio,Baixo,Caseira,Special,4.83,Não,Não,11.0,2.0,0.0,556.85,Não
Rottweiler,Fêmea,12.0,26.31,Grande,Baixo,Úmida,Royal Canin,4.83,Sim,Não,10.0,2.0,0.0,813.18,Não
Boxer,Macho,9.0,37.19,Grande,Muito Ativo,Ração Seca,Hill's Science,8.05,Não,Não,13.0,3.0,2.0,1054.19,Sim
Dachshund,Macho,10.0,24.04,Médio,Ativo,Especial,Pedigree,4.83,Sim,Não,13.0,2.0,1.0,759.97,Sim
German Shepherd,Macho,13.0,4.54,Pequeno,Baixo,Caseira,Special,4.83,Não,Não,11.0,1.0,1.0,217.72,Sim
Bulldog,Fêmea,6.0,19.5,Médio,Ativo,Ração Seca,Special,1.61,Sim,Não,12.0,0.0,2.0,649.57,Sim
Chihuahua,Macho,13.0,20.87,Médio,Ativo,Úmida,Nutro,6.44,Não,Não,12.0,2.0,3.0,683.5,Sim
Poodle,Macho,9.0,23.59,Médio,Moderado,Especial,Purina,3.22,Não,Não,11.0,2.0,1.0,749.28,Sim
Beagle,Macho,9.0,27.22,Grande,Baixo,Ração Seca,Royal Canin,6.44,Sim,Não,11.0,3.0,4.0,834.19,Não
Siberian Husky,Fêmea,9.0,9.07,Pequeno,Moderado,Especial,Wellness,0.0,Não,Não,10.0,0.0,0.0,365.85,Não
Beagle,Fêmea,13.0,27.22,Grande,Ativo,Ração Seca,Special,6.44,Não,Não,10.0,1.0,1.0,834.19,Sim
Golden Retriever,Fêmea,3.0,25.4,Grande,Ativo,Especial,Purina,0.0,Não,Não,8.0,1.0,3.0,792.0,Sim
Great Dane,Fêmea,7.0,27.67,Grande,Moderado,Ração Seca,Royal Canin,4.83,Não,Não,10.0,1.0,1.0,844.51,Não
Golden Retriever,Fêmea,1.0,29.03,Grande,Muito Ativo,Úmida,Blue Buffalo,1.61,Não,Não,12.0,1.0,2.0,875.45,Sim
Poodle,Fêmea,5.0,26.31,Grande,Ativo,Úmida,Iams,6.44,Sim,Não,10.0,2.0,0.0,813.18,Não
Siberian Husky,Macho,13.0,26.31,Grande,Ativo,Caseira,Special,4.83,Sim,Não,11.0,2.0,1.0,813.18,Sim
Doberman,Fêmea,13.0,15.88,Médio,Ativo,Ração Seca,Wellness,3.22,Sim,Não,12.0,1.0,0.0,556.85,Não
